employee_id,age,department,salary,performance_score,attrition,years_at_company
EMP0551,52,Finance,89392.79,3.1,Yes,0
EMP0552,23,Operations,94146.25,3.5,No,25
EMP0553,65,Finance,134366.75,3.2,No,20
EMP0554,53,Operations,95789.57,1.5,Yes,29
EMP0555,36,Finance,101464.75,3.9,No,9
EMP0556,46,Engineering,138238.95,4.0,No,22
EMP0557,29,Sales,107810.47,3.4,No,23
EMP0558,41,Support,49423.04,3.3,No,0
EMP0559,37,Engineering,139908.85,3.2,Yes,23
EMP0560,39,Engineering,133977.76,2.3,No,22
EMP0561,57,Legal,133565.7,2.2,No,19
EMP0562,40,Support,66504.46,4.1,No,17
EMP0563,22,HR,91019.9,4.2,No,24
EMP0564,41,Sales,73003.33,3.9,No,3
EMP0565,24,Finance,101398.68,3.8,Yes,12
EMP0566,43,Engineering,103194.57,4.0,No,8
EMP0567,51,Marketing,106720.33,4.0,No,26
EMP0568,26,Finance,90135.91,3.0,No,5
EMP0569,24,Support,49054.25,3.7,No,1
EMP0570,38,Engineering,143384.15,3.3,No,28
EMP0571,43,Finance,106921.92,3.3,No,12
EMP0572,24,Engineering,140708.37,4.3,No,24
EMP0573,36,HR,70811.29,4.6,No,7
EMP0574,56,Operations,88493.2,1.9,No,21
EMP0575,47,Engineering,150376.16,3.3,No,28
EMP0576,44,Operations,91588.26,3.3,No,23
EMP0577,26,Support,61710.91,4.3,No,9
EMP0578,57,Marketing,91781.33,2.5,No,18
EMP0579,48,Legal,126557.58,1.4,No,25
EMP0580,40,Finance,139343.92,4.1,No,26
EMP0581,49,Support,64233.94,4.2,No,9
EMP0582,28,Finance,97801.03,2.3,No,7
EMP0583,51,Legal,115090.18,3.4,No,13
EMP0584,35,Sales,92341.65,4.6,No,7
EMP0585,23,Marketing,103604.33,2.7,No,22
EMP0586,32,HR,86063.82,3.6,No,18
EMP0587,38,Support,63018.46,3.9,No,14
EMP0588,41,Operations,94747.29,2.5,No,25
EMP0589,32,Sales,71623.72,3.1,No,6
EMP0590,56,Support,76158.59,2.3,No,25
EMP0591,33,Finance,117209.19,3.4,No,17
EMP0592,27,HR,102368.14,2.9,No,30
EMP0593,31,HR,87400.73,3.6,No,18
EMP0594,39,Operations,92323.18,3.9,No,23
EMP0595,23,Support,59955.22,4.5,Yes,5
EMP0596,26,Finance,101020.92,5.0,No,7
EMP0597,28,Legal,109465.23,3.6,No,17
EMP0598,39,Operations,75622.11,3.3,No,7
EMP0599,63,Engineering,107305.25,3.2,No,1
EMP0600,47,Legal,111942.68,2.8,Yes,13
EMP0601,25,Finance,85990.9,3.8,Yes,8
EMP0602,25,Finance,114936.71,3.2,No,20
EMP0603,26,Finance,104827.3,3.9,No,17
EMP0604,24,Engineering,120328.2,2.8,No,15
EMP0605,44,Support,71879.67,3.2,No,25
EMP0606,54,Support,58734.28,3.8,No,2
EMP0607,41,Support,80852.57,3.4,Yes,24
EMP0608,39,Finance,110514.94,2.2,No,14
EMP0609,48,Sales,108371.16,3.5,No,21
EMP0610,37,Finance,124673.1,2.9,No,25
EMP0611,57,Marketing,80607.75,4.3,No,9
EMP0612,52,Finance,107872.06,4.2,No,7
EMP0613,65,Legal,134326.41,1.9,No,23
EMP0614,25,Sales,102273.98,4.1,No,19
EMP0615,41,HR,64362.28,3.8,No,5
EMP0616,59,HR,69837.13,2.5,No,8
EMP0617,51,Support,74025.22,4.1,No,26
EMP0618,56,Finance,122304.56,2.6,No,17
EMP0619,42,Marketing,98288.95,4.3,No,28
EMP0620,39,HR,92610.69,3.0,Yes,21
EMP0621,55,Marketing,79065.61,2.4,No,6
EMP0622,42,Sales,72623.18,5.0,Yes,6
EMP0623,39,Operations,108412.04,2.4,No,29
EMP0624,39,Legal,128306.51,2.9,No,22
EMP0625,27,Sales,91315.56,3.1,No,18
EMP0626,56,HR,88622.41,3.2,No,20
EMP0627,59,Legal,107487.58,4.0,No,12
EMP0628,23,Operations,75675.32,3.5,Yes,9
EMP0629,39,Engineering,139971.25,4.2,No,25
EMP0630,51,Engineering,141904.4,3.8,Yes,27
EMP0631,28,Engineering,142257.98,2.3,No,28
EMP0632,35,Finance,129784.17,3.9,No,24
EMP0633,64,Support,81704.38,3.7,No,27
EMP0634,56,Engineering,126703.31,3.1,No,16
EMP0635,60,Operations,74878.86,5.0,No,9
EMP0636,65,Operations,67856.48,3.9,No,2
EMP0637,51,Support,57679.73,4.2,No,9
EMP0638,34,Finance,103333.49,4.2,No,13
EMP0639,63,Support,62631.2,3.2,No,2
EMP0640,41,HR,78822.71,3.9,Yes,10
EMP0641,45,Marketing,103272.74,3.7,No,28
EMP0642,46,Support,52839.18,3.1,No,8
EMP0643,46,Finance,96894.57,2.6,No,12
EMP0644,46,Marketing,90669.12,3.5,No,19
EMP0645,56,Operations,100638.52,3.9,No,27
EMP0646,28,HR,97311.84,3.5,Yes,28
EMP0647,41,Operations,98241.6,3.4,No,25
EMP0648,47,Operations,71871.11,3.5,Yes,4
EMP0649,46,Engineering,95508.19,3.3,No,3
EMP0650,53,Finance,129938.76,4.6,No,22
EMP0651,36,Legal,137613.07,3.7,No,27
EMP0652,63,Operations,91174.21,3.2,No,19
EMP0653,22,Operations,98118.98,2.2,No,28
EMP0654,53,Support,74357.45,3.4,No,20
EMP0655,29,Marketing,91984.86,3.1,Yes,10
EMP0656,48,Operations,93853.32,3.1,Yes,26
EMP0657,23,Engineering,133122.03,4.2,No,23
EMP0658,32,Sales,83517.32,3.6,No,11
EMP0659,39,Operations,86734.23,2.3,No,18
EMP0660,26,Sales,93872.99,3.9,No,17
EMP0661,36,Legal,90196.7,2.4,No,3
EMP0662,49,Legal,104151.69,4.0,No,8
EMP0663,29,Support,67085.7,3.2,No,7
EMP0664,49,Engineering,109450.91,3.6,No,8
EMP0665,42,Marketing,89277.8,3.5,No,16
EMP0666,58,Finance,112214.71,3.4,No,15
EMP0667,50,Engineering,147638.32,3.6,No,26
EMP0668,41,Support,58866.14,3.6,Yes,0
EMP0669,58,Support,79200.21,4.8,No,25
EMP0670,29,Legal,102586.72,3.7,No,7
EMP0671,46,Marketing,76642.34,3.7,No,10
EMP0672,31,Engineering,106299.81,3.0,Yes,4
EMP0673,41,Legal,85777.42,3.8,Yes,0
EMP0674,42,Operations,64522.5,2.8,No,3
EMP0675,48,Support,59205.67,4.3,No,6
EMP0676,35,HR,83347.63,2.5,No,11
EMP0677,51,Sales,88592.28,2.9,No,9
EMP0678,29,Support,54932.34,2.4,No,3
EMP0679,29,Engineering,109092.05,3.8,No,10
EMP0680,26,Finance,99410.57,3.2,Yes,4
EMP0681,43,HR,87757.1,4.0,No,21
EMP0682,40,Finance,117548.97,2.8,Yes,20
EMP0683,58,HR,66015.83,3.9,No,1
EMP0684,36,Engineering,130759.75,3.9,No,20
EMP0685,47,Finance,128834.98,3.6,No,28
EMP0686,64,Sales,110474.53,3.5,No,29
EMP0687,49,Engineering,93601.19,3.6,No,1
EMP0688,59,HR,91083.16,2.9,No,28
EMP0689,44,Marketing,78125.39,2.7,No,12
EMP0690,30,Operations,104960.15,3.9,No,27
EMP0691,41,Marketing,79504.21,3.2,No,6
EMP0692,55,Finance,116586.01,3.8,No,21
EMP0693,27,HR,96202.01,4.6,No,24
EMP0694,43,Legal,105946.56,3.2,No,8
EMP0695,44,Engineering,135181.03,3.1,No,22
EMP0696,62,Engineering,98370.85,3.3,Yes,5
EMP0697,64,Legal,129507.24,3.5,No,21
EMP0698,48,Marketing,116766.9,3.9,No,29
EMP0699,31,Operations,76772.86,3.5,No,9
EMP0700,30,Finance,139293.26,5.0,No,29
EMP0701,48,Legal,124941.41,3.8,No,20
EMP0702,30,Operations,89109.17,4.0,Yes,15
EMP0703,51,Sales,85648.94,3.5,No,10
EMP0704,64,Finance,101873.36,4.2,No,17
EMP0705,30,Marketing,105191.32,3.4,No,30
EMP0706,62,HR,62661.3,3.0,No,0
EMP0707,23,Finance,134613.12,4.1,No,26
EMP0708,43,Engineering,101832.5,3.5,Yes,4
EMP0709,38,Engineering,146449.08,3.7,No,27
EMP0710,46,Operations,82863.66,4.2,No,16
EMP0711,43,Engineering,154104.63,3.6,No,27
EMP0712,46,Support,64703.45,3.4,No,5
EMP0713,27,Operations,62918.78,3.1,No,1
EMP0714,55,Legal,107617.95,4.2,No,14
EMP0715,63,HR,82724.01,3.3,No,24
EMP0716,42,Operations,99217.04,3.5,No,24
EMP0717,59,Sales,105796.1,3.7,No,23
EMP0718,27,Operations,92291.03,3.7,No,24
EMP0719,54,Marketing,101999.21,4.2,No,24
EMP0720,36,Legal,130648.38,3.5,No,26
EMP0721,51,Marketing,78774.62,4.5,No,5
EMP0722,47,Legal,100688.45,3.3,Yes,7
EMP0723,23,Support,46592.7,3.8,No,0
EMP0724,37,Engineering,117864.93,3.4,No,13
EMP0725,41,Engineering,108192.62,5.0,No,8
EMP0726,57,Marketing,95665.29,3.3,Yes,19
EMP0727,26,Finance,119729.99,3.3,No,17
EMP0728,63,Legal,127970.67,3.6,No,18
EMP0729,24,HR,87598.16,3.3,Yes,20
EMP0730,32,Legal,143064.05,3.7,No,30
EMP0731,28,Operations,66056.78,4.4,Yes,3
EMP0732,61,Operations,66559.9,3.6,No,8
EMP0733,46,Support,64383.93,3.6,No,12
EMP0734,53,Marketing,66464.94,3.3,Yes,2
EMP0735,52,Operations,103591.69,3.1,No,25
EMP0736,47,Legal,110596.4,3.6,No,12
EMP0737,35,Support,60935.43,3.5,No,5
EMP0738,27,Sales,92627.44,4.3,Yes,16
EMP0739,41,Legal,95622.59,2.8,Yes,5
EMP0740,40,Sales,92303.95,4.5,No,12
EMP0741,41,Support,73148.17,3.4,No,19
EMP0742,65,Finance,101911.04,3.6,No,9
EMP0743,27,Support,77531.1,2.8,No,25
EMP0744,50,Finance,100846.95,3.9,No,7
EMP0745,28,Engineering,103923.86,2.8,No,3
EMP0746,48,Marketing,74795.9,3.8,No,13
EMP0747,51,Finance,92212.73,3.7,Yes,5
EMP0748,23,Finance,125773.7,3.3,Yes,21
EMP0749,42,Finance,107102.33,2.1,No,16
EMP0750,36,Operations,61738.02,5.0,No,4
EMP0751,43,Finance,101306.09,2.8,Yes,10
EMP0752,43,Sales,112043.68,3.7,No,26
EMP0753,42,Engineering,140197.59,3.0,No,25
EMP0754,50,Marketing,100304.73,4.2,No,19
EMP0755,30,Sales,120098.11,3.2,No,27
EMP0756,59,Operations,59274.61,3.0,Yes,3
EMP0757,59,Support,72960.03,3.9,No,22
EMP0758,42,Support,40590.79,2.6,No,0
EMP0759,61,Finance,118905.05,3.2,No,18
EMP0760,34,Support,49640.72,4.0,No,1
EMP0761,31,Operations,75620.97,4.6,No,10
EMP0762,34,Sales,80620.46,2.8,No,2
EMP0763,56,Finance,90258.02,3.1,Yes,7
EMP0764,28,Finance,109402.19,3.7,No,19
EMP0765,35,Finance,114412.62,2.1,No,24
EMP0766,28,Legal,148552.64,4.5,No,29
EMP0767,41,Support,88391.09,2.8,No,30
EMP0768,35,Sales,76290.56,3.2,No,4
EMP0769,57,Engineering,141823.77,3.7,No,28
EMP0770,55,Operations,79570.49,3.5,No,8
EMP0771,60,Engineering,160073.38,2.8,Yes,27
EMP0772,40,HR,93061.56,4.7,Yes,26
EMP0773,45,Support,75105.48,1.7,No,28
EMP0774,59,Operations,90708.46,2.7,No,15
EMP0775,53,Support,70257.56,3.1,No,23
EMP0776,63,Engineering,117866.63,2.8,Yes,13
EMP0777,65,Operations,54406.45,4.4,No,2
EMP0778,25,Marketing,85523.63,2.3,No,14
EMP0779,32,Engineering,100008.56,4.6,No,6
EMP0780,53,Marketing,78374.16,3.3,No,3
EMP0781,26,Support,51279.28,2.5,Yes,4
EMP0782,25,HR,73339.05,2.0,No,6
EMP0783,28,Support,76435.31,3.3,No,24
EMP0784,25,Engineering,150726.82,3.0,No,29
EMP0785,51,Operations,101411.11,3.7,Yes,26
EMP0786,34,HR,85292.73,3.2,No,19
EMP0787,63,Marketing,101480.98,4.2,No,27
EMP0788,26,Finance,94539.87,3.4,No,8
EMP0789,42,Finance,135144.9,3.2,No,28
EMP0790,51,Engineering,140591.31,4.2,No,29
EMP0791,37,Operations,78590.82,3.7,No,4
EMP0792,53,Marketing,84979.11,4.0,No,12
EMP0793,58,Legal,102713.03,4.3,No,8
EMP0794,50,Sales,79090.42,3.3,No,4
EMP0795,48,Marketing,71828.51,3.5,No,5
EMP0796,47,Support,81269.76,4.1,No,29
EMP0797,65,Sales,73541.39,1.8,No,5
EMP0798,56,Sales,102675.43,3.4,No,20
EMP0799,24,Finance,130507.72,3.3,No,27
EMP0800,55,Operations,95837.34,3.8,No,23
EMP0801,29,Finance,116215.7,2.9,No,14
EMP0802,60,HR,57978.96,4.3,No,0
EMP0803,36,Engineering,117155.58,3.0,No,12
EMP0804,52,Marketing,70622.92,3.2,Yes,8
EMP0805,54,Engineering,147150.16,3.0,No,26
EMP0806,37,Legal,142112.58,4.4,Yes,29
EMP0807,64,Marketing,77606.73,2.0,Yes,7
EMP0808,45,Operations,69413.19,4.8,Yes,4
EMP0809,40,Marketing,99109.05,4.5,No,25
EMP0810,43,Finance,143380.14,3.1,No,27
EMP0811,35,Engineering,152191.08,4.2,No,30
EMP0812,26,Engineering,140182.58,3.6,Yes,23
EMP0813,65,Marketing,81342.9,4.7,No,14
EMP0814,57,Marketing,87385.53,4.2,No,11
EMP0815,57,Marketing,68742.67,5.0,No,1
EMP0816,62,Marketing,106949.07,2.4,No,27
EMP0817,48,Operations,108511.67,3.6,No,30
EMP0818,65,HR,96200.46,2.3,Yes,28
EMP0819,65,Sales,93095.03,3.1,No,17
EMP0820,32,Support,67401.32,5.0,No,26
EMP0821,41,Operations,63064.1,3.8,No,0
EMP0822,26,HR,73467.97,4.2,No,12
EMP0823,52,Finance,84384.73,3.9,Yes,3
EMP0824,26,Marketing,99745.43,3.8,No,18
EMP0825,55,HR,66913.83,3.1,No,0
EMP0826,57,Engineering,102950.8,3.0,No,9
EMP0827,40,Legal,114168.55,3.1,No,13
EMP0828,49,HR,62873.78,1.6,No,4
EMP0829,63,Operations,69433.97,3.4,No,2
EMP0830,55,Engineering,142301.77,3.7,No,27
EMP0831,41,Engineering,107505.02,3.1,No,8
EMP0832,61,Marketing,113615.2,3.4,No,30
EMP0833,23,Engineering,119996.7,3.9,No,11
EMP0834,31,Support,60587.4,4.1,No,1
EMP0835,36,Engineering,99614.76,2.7,Yes,3
EMP0836,38,Finance,113421.69,2.9,No,21
EMP0837,51,Marketing,72606.47,4.0,No,0
EMP0838,56,Sales,118395.44,3.9,No,29
EMP0839,24,Sales,85221.35,4.4,No,7
EMP0840,33,Marketing,88761.25,4.4,No,18
EMP0841,57,Engineering,114345.99,5.0,No,13
EMP0842,44,Finance,89379.82,3.3,No,1
EMP0843,35,Sales,97809.24,4.6,No,21
EMP0844,41,Engineering,93460.13,2.9,No,0
EMP0845,48,Engineering,155132.55,5.0,No,24
EMP0846,48,Support,78244.74,3.8,No,15
EMP0847,58,Sales,88923.45,3.9,Yes,9
EMP0848,65,Finance,130988.67,4.2,No,29
EMP0849,57,HR,65828.38,2.6,No,6
EMP0850,26,HR,75498.95,2.7,No,8
EMP0851,40,Legal,133484.95,3.6,No,20
EMP0852,43,Operations,75441.82,3.7,No,10
EMP0853,49,Finance,108216.0,5.0,No,15
EMP0854,64,Sales,106998.56,2.8,No,24
EMP0855,41,Legal,133455.17,4.6,No,28
EMP0856,37,Engineering,133808.05,3.3,No,24
EMP0857,61,Finance,82519.97,3.3,No,2
EMP0858,54,Finance,137030.29,3.4,No,29
EMP0859,42,Support,66879.97,3.3,No,13
EMP0860,62,Sales,113684.75,3.8,No,25
EMP0861,35,Marketing,70194.02,3.2,No,8
EMP0862,32,Engineering,121615.44,2.5,Yes,18
EMP0863,22,Sales,116038.61,3.3,No,29
EMP0864,25,Support,77799.85,3.8,No,29
EMP0865,60,Engineering,129002.84,2.5,No,20
EMP0866,25,Legal,129263.76,3.9,No,19
EMP0867,55,Support,49235.26,4.3,No,0
EMP0868,25,Engineering,127020.43,4.5,No,18
EMP0869,32,Marketing,84429.55,3.7,No,13
EMP0870,37,Support,51052.9,2.2,No,0
EMP0871,31,Operations,106124.68,4.0,No,29
EMP0872,27,Engineering,115549.98,4.2,No,14
EMP0873,65,Legal,130459.42,3.0,No,23
EMP0874,39,Legal,97611.86,3.4,No,1
EMP0875,40,Marketing,88183.76,3.8,No,7
EMP0876,55,HR,88696.81,4.8,No,27
EMP0877,62,Marketing,109095.03,3.3,No,29
EMP0878,35,Finance,84049.44,4.1,No,0
EMP0879,41,Legal,138106.03,3.7,No,27
EMP0880,43,Operations,72752.09,3.6,Yes,9
EMP0881,33,Support,62019.02,4.4,Yes,6
EMP0882,27,Engineering,155522.47,2.9,No,30
EMP0883,62,Support,81254.38,3.7,No,16
EMP0884,52,Support,70354.6,3.5,No,24
EMP0885,51,HR,58220.45,2.4,No,4
EMP0886,35,Sales,115393.66,4.4,No,23
EMP0887,51,Sales,87580.54,4.1,Yes,11
EMP0888,27,Support,72596.01,3.5,Yes,22
EMP0889,27,Engineering,133941.21,3.3,No,20
EMP0890,64,Engineering,89925.74,3.5,No,1
EMP0891,32,Engineering,148179.3,4.0,No,27
EMP0892,55,Sales,83118.69,3.5,No,8
EMP0893,34,Legal,115168.89,3.0,No,11
EMP0894,50,Engineering,144885.07,3.1,No,24
EMP0895,48,Support,84781.66,3.5,No,27
EMP0896,53,HR,96434.18,2.8,No,27
EMP0897,63,Finance,116821.73,3.7,No,14
EMP0898,40,Finance,104881.27,2.9,No,10
EMP0899,60,Legal,132334.4,2.8,No,25
EMP0900,35,Operations,71353.88,5.0,No,8
EMP0901,64,Engineering,127617.34,4.9,No,19
EMP0902,43,Legal,105544.15,3.6,No,7
EMP0903,59,Engineering,99741.9,4.1,No,6
EMP0904,58,Finance,112975.53,4.2,No,16
EMP0905,49,Legal,132635.63,3.4,No,26
EMP0906,64,Finance,94034.4,3.7,No,9
EMP0907,51,HR,83821.68,3.3,No,22
EMP0908,48,Marketing,67881.04,4.4,No,0
EMP0909,33,Legal,131618.87,4.4,No,21
EMP0910,38,Operations,77220.32,4.6,No,12
EMP0911,22,Legal,83220.11,3.7,No,2
EMP0912,53,Support,85451.67,5.0,No,17
EMP0913,48,Finance,102488.98,3.4,No,7
EMP0914,52,Marketing,98501.4,4.9,No,19
EMP0915,49,Finance,94839.39,3.2,No,1
EMP0916,32,Marketing,82061.85,2.6,No,10
EMP0917,65,Sales,81404.99,4.9,No,7
EMP0918,41,Marketing,87018.96,4.0,No,9
EMP0919,52,HR,68745.21,3.9,No,0
EMP0920,27,Sales,86595.93,3.2,No,8
EMP0921,48,Marketing,75132.49,2.9,No,2
EMP0922,39,Finance,111106.14,3.0,No,19
EMP0923,62,Sales,90872.65,3.6,No,14
EMP0924,55,Engineering,118719.07,3.4,No,8
EMP0925,63,Legal,128221.72,2.1,No,19
EMP0926,35,Legal,133089.9,4.7,No,28
EMP0927,51,Marketing,87104.49,3.2,No,16
EMP0928,49,Sales,91224.78,4.4,No,8
EMP0929,33,HR,79156.09,3.0,Yes,12
EMP0930,36,Sales,107469.45,3.6,No,24
EMP0931,51,Support,56179.8,4.2,No,3
EMP0932,28,Engineering,111682.19,4.1,No,9
EMP0933,39,Finance,106178.79,3.3,No,14
EMP0934,54,HR,81392.06,3.9,Yes,19
EMP0935,59,HR,88131.62,4.0,No,17
EMP0936,47,Legal,128987.73,3.4,No,21
EMP0937,51,Marketing,110975.27,2.7,Yes,29
EMP0938,58,Support,59933.44,3.1,No,5
EMP0939,32,Support,73603.58,3.2,No,14
EMP0940,51,HR,77913.21,3.5,No,11
EMP0941,54,HR,68598.05,4.6,No,2
EMP0942,57,Sales,77156.42,4.1,No,3
EMP0943,48,Legal,119462.78,2.9,No,19
EMP0944,28,Operations,83371.92,4.8,No,15
EMP0945,24,HR,76109.6,3.4,Yes,9
EMP0946,49,Operations,104788.36,4.0,No,28
EMP0947,34,Marketing,87495.14,2.8,No,9
EMP0948,38,Operations,86100.4,3.2,No,18
EMP0949,42,Legal,145129.99,4.2,No,30
EMP0950,54,HR,87394.23,2.9,No,21
EMP0951,37,Operations,101721.56,3.5,No,22
EMP0952,47,Finance,100482.24,3.8,No,8
EMP0953,43,Engineering,150177.97,2.8,No,28
EMP0954,24,Engineering,121421.7,2.3,Yes,14
EMP0955,52,Marketing,79114.66,4.1,No,9
EMP0956,45,Marketing,90676.65,5.0,No,22
EMP0957,31,Sales,88733.99,3.8,No,16
EMP0958,54,Support,57054.22,4.0,No,4
EMP0959,26,Finance,85270.75,2.9,No,0
EMP0960,33,Engineering,101622.12,4.5,No,3
EMP0961,32,Support,60866.95,3.2,No,4
EMP0962,50,Marketing,76624.7,4.3,No,6
EMP0963,65,Support,60658.44,3.9,No,10
EMP0964,59,Sales,81030.12,3.9,No,7
EMP0965,28,Engineering,147519.53,3.9,No,27
EMP0966,24,Sales,111859.99,3.9,No,29
EMP0967,56,HR,104521.97,3.7,Yes,30
EMP0968,47,Support,56103.63,4.2,No,4
EMP0969,37,Finance,113458.31,3.0,No,16
EMP0970,61,Sales,72237.17,3.3,Yes,3
EMP0971,29,Marketing,101884.38,4.5,No,21
EMP0972,27,HR,74154.83,3.6,No,4
EMP0973,43,Finance,91784.26,3.3,Yes,8
EMP0974,33,Legal,102804.45,4.2,No,6
EMP0975,32,Engineering,121060.44,4.1,No,14
EMP0976,49,Engineering,117320.18,2.6,No,11
EMP0977,35,Operations,88060.47,4.0,No,16
EMP0978,47,Engineering,95225.22,3.6,Yes,6
EMP0979,46,Operations,88297.43,4.0,No,15
EMP0980,56,Marketing,76281.99,3.5,No,2
EMP0981,64,HR,69364.02,3.8,No,1
EMP0982,49,Sales,73036.89,2.2,No,4
EMP0983,34,Legal,104245.14,2.9,Yes,8
EMP0984,47,Sales,103865.42,4.0,No,24
EMP0985,43,Engineering,104423.77,5.0,No,10
EMP0986,41,Finance,109097.31,3.8,No,16
EMP0987,37,Sales,96819.46,3.0,No,21
EMP0988,25,Sales,106792.63,3.6,No,23
EMP0989,32,Sales,89762.76,2.9,No,18
EMP0990,48,Operations,66602.26,4.4,No,5
EMP0991,25,Legal,123402.68,3.5,No,20
EMP0992,28,Support,65210.8,4.2,No,9
EMP0993,47,Support,84608.87,3.4,No,18
EMP0994,65,Sales,116715.45,4.3,No,30
EMP0995,29,Sales,69719.45,2.4,No,2
EMP0996,25,Sales,71484.5,3.5,No,2
EMP0997,37,Sales,85370.29,3.9,No,7
EMP0998,25,Engineering,112969.98,3.3,No,13
EMP0999,61,Finance,114283.6,3.8,No,14
EMP1000,56,Engineering,113467.05,3.7,No,9
