date,region,product,units_sold,revenue
2022-02-24,Central,Gadget Pro,40,3999.6
2022-02-24,Central,Gadget Lite,60,3599.4
2022-02-24,Central,Service Pack,39,5849.61
2022-02-24,Central,Bundle Deal,32,2559.68
2022-02-25,North,Widget A,34,1019.66
2022-02-25,North,Widget B,61,3049.39
2022-02-25,North,Gadget Pro,50,4999.5
2022-02-25,North,Gadget Lite,36,2159.64
2022-02-25,North,Service Pack,38,5699.62
2022-02-25,North,Bundle Deal,18,1439.82
2022-02-25,South,Widget A,48,1439.52
2022-02-25,South,Widget B,16,799.84
2022-02-25,South,Gadget Pro,53,5299.47
2022-02-25,South,Gadget Lite,44,2639.56
2022-02-25,South,Service Pack,78,11699.22
2022-02-25,South,Bundle Deal,25,1999.75
2022-02-25,East,Widget A,40,1199.6
2022-02-25,East,Widget B,69,3449.31
2022-02-25,East,Gadget Pro,60,5999.4
2022-02-25,East,Gadget Lite,32,1919.68
2022-02-25,East,Service Pack,45,6749.55
2022-02-25,East,Bundle Deal,42,3359.58
2022-02-25,West,Widget A,46,1379.54
2022-02-25,West,Widget B,32,1599.68
2022-02-25,West,Gadget Pro,41,4099.59
2022-02-25,West,Gadget Lite,18,1079.82
2022-02-25,West,Service Pack,44,6599.56
2022-02-25,West,Bundle Deal,49,3919.51
2022-02-25,Central,Widget A,39,1169.61
2022-02-25,Central,Widget B,18,899.82
2022-02-25,Central,Gadget Pro,57,5699.43
2022-02-25,Central,Gadget Lite,47,2819.53
2022-02-25,Central,Service Pack,31,4649.69
2022-02-25,Central,Bundle Deal,38,3039.62
2022-02-26,North,Widget A,19,569.81
2022-02-26,North,Widget B,27,1349.73
2022-02-26,North,Gadget Pro,34,3399.66
2022-02-26,North,Gadget Lite,60,3599.4
2022-02-26,North,Service Pack,32,4799.68
2022-02-26,North,Bundle Deal,52,4159.48
2022-02-26,South,Widget A,34,1019.66
2022-02-26,South,Widget B,46,2299.54
2022-02-26,South,Gadget Pro,40,3999.6
2022-02-26,South,Gadget Lite,55,3299.45
2022-02-26,South,Service Pack,34,5099.66
2022-02-26,South,Bundle Deal,18,1439.82
2022-02-26,East,Widget A,21,629.79
2022-02-26,East,Widget B,34,1699.66
2022-02-26,East,Gadget Pro,23,2299.77
2022-02-26,East,Gadget Lite,48,2879.52
2022-02-26,East,Service Pack,35,5249.65
2022-02-26,East,Bundle Deal,78,6239.22
2022-02-26,West,Widget A,16,479.84
2022-02-26,West,Widget B,45,2249.55
2022-02-26,West,Gadget Pro,25,2499.75
2022-02-26,West,Gadget Lite,35,2099.65
2022-02-26,West,Service Pack,44,6599.56
2022-02-26,West,Bundle Deal,7,559.93
2022-02-26,Central,Widget A,46,1379.54
2022-02-26,Central,Widget B,71,3549.29
2022-02-26,Central,Gadget Pro,35,3499.65
2022-02-26,Central,Gadget Lite,46,2759.54
2022-02-26,Central,Service Pack,57,8549.43
2022-02-26,Central,Bundle Deal,40,3199.6
2022-02-27,North,Widget A,33,989.67
2022-02-27,North,Widget B,8,399.92
2022-02-27,North,Gadget Pro,52,5199.48
2022-02-27,North,Gadget Lite,40,2399.6
2022-02-27,North,Service Pack,27,4049.73
2022-02-27,North,Bundle Deal,44,3519.56
2022-02-27,South,Widget A,33,989.67
2022-02-27,South,Widget B,34,1699.66
2022-02-27,South,Gadget Pro,51,5099.49
2022-02-27,South,Gadget Lite,22,1319.78
2022-02-27,South,Service Pack,58,8699.42
2022-02-27,South,Bundle Deal,21,1679.79
2022-02-27,East,Widget A,32,959.68
2022-02-27,East,Widget B,71,3549.29
2022-02-27,East,Gadget Pro,59,5899.41
2022-02-27,East,Gadget Lite,43,2579.57
2022-02-27,East,Service Pack,28,4199.72
2022-02-27,East,Bundle Deal,34,2719.66
2022-02-27,West,Widget A,43,1289.57
2022-02-27,West,Widget B,43,2149.57
2022-02-27,West,Gadget Pro,41,4099.59
2022-02-27,West,Gadget Lite,42,2519.58
2022-02-27,West,Service Pack,39,5849.61
2022-02-27,West,Bundle Deal,20,1599.8
2022-02-27,Central,Widget A,34,1019.66
2022-02-27,Central,Widget B,56,2799.44
2022-02-27,Central,Gadget Pro,21,2099.79
2022-02-27,Central,Gadget Lite,39,2339.61
2022-02-27,Central,Service Pack,30,4499.7
2022-02-27,Central,Bundle Deal,44,3519.56
2022-02-28,North,Widget A,36,1079.64
2022-02-28,North,Widget B,64,3199.36
2022-02-28,North,Gadget Pro,50,4999.5
2022-02-28,North,Gadget Lite,22,1319.78
2022-02-28,North,Service Pack,52,7799.48
2022-02-28,North,Bundle Deal,30,2399.7
2022-02-28,South,Widget A,33,989.67
2022-02-28,South,Widget B,47,2349.53
2022-02-28,South,Gadget Pro,35,3499.65
2022-02-28,South,Gadget Lite,55,3299.45
2022-02-28,South,Service Pack,30,4499.7
2022-02-28,South,Bundle Deal,33,2639.67
2022-02-28,East,Widget A,32,959.68
2022-02-28,East,Widget B,34,1699.66
2022-02-28,East,Gadget Pro,58,5799.42
2022-02-28,East,Gadget Lite,51,3059.49
2022-02-28,East,Service Pack,68,10199.32
2022-02-28,East,Bundle Deal,76,6079.24
2022-02-28,West,Widget A,27,809.73
2022-02-28,West,Widget B,43,2149.57
2022-02-28,West,Gadget Pro,24,2399.76
2022-02-28,West,Gadget Lite,30,1799.7
2022-02-28,West,Service Pack,33,4949.67
2022-02-28,West,Bundle Deal,26,2079.74
2022-02-28,Central,Widget A,26,779.74
2022-02-28,Central,Widget B,40,1999.6
2022-02-28,Central,Gadget Pro,24,2399.76
2022-02-28,Central,Gadget Lite,55,3299.45
2022-02-28,Central,Service Pack,28,4199.72
2022-02-28,Central,Bundle Deal,84,6719.16
2022-03-01,North,Widget A,43,1289.57
2022-03-01,North,Widget B,51,2549.49
2022-03-01,North,Gadget Pro,30,2999.7
2022-03-01,North,Gadget Lite,75,4499.25
2022-03-01,North,Service Pack,66,9899.34
2022-03-01,North,Bundle Deal,54,4319.46
2022-03-01,South,Widget A,29,869.71
2022-03-01,South,Widget B,53,2649.47
2022-03-01,South,Gadget Pro,33,3299.67
2022-03-01,South,Gadget Lite,71,4259.29
2022-03-01,South,Service Pack,62,9299.38
2022-03-01,South,Bundle Deal,51,4079.49
2022-03-01,East,Widget A,13,389.87
2022-03-01,East,Widget B,35,1749.65
2022-03-01,East,Gadget Pro,60,5999.4
2022-03-01,East,Gadget Lite,68,4079.32
2022-03-01,East,Service Pack,66,9899.34
2022-03-01,East,Bundle Deal,26,2079.74
2022-03-01,West,Widget A,54,1619.46
2022-03-01,West,Widget B,65,3249.35
2022-03-01,West,Gadget Pro,25,2499.75
2022-03-01,West,Gadget Lite,49,2939.51
2022-03-01,West,Service Pack,54,8099.46
2022-03-01,West,Bundle Deal,45,3599.55
2022-03-01,Central,Widget A,22,659.78
2022-03-01,Central,Widget B,45,2249.55
2022-03-01,Central,Gadget Pro,45,4499.55
2022-03-01,Central,Gadget Lite,47,2819.53
2022-03-01,Central,Service Pack,41,6149.59
2022-03-01,Central,Bundle Deal,43,3439.57
2022-03-02,North,Widget A,49,1469.51
2022-03-02,North,Widget B,56,2799.44
2022-03-02,North,Gadget Pro,45,4499.55
2022-03-02,North,Gadget Lite,43,2579.57
2022-03-02,North,Service Pack,51,7649.49
2022-03-02,North,Bundle Deal,21,1679.79
2022-03-02,South,Widget A,57,1709.43
2022-03-02,South,Widget B,49,2449.51
2022-03-02,South,Gadget Pro,50,4999.5
2022-03-02,South,Gadget Lite,64,3839.36
2022-03-02,South,Service Pack,20,2999.8
2022-03-02,South,Bundle Deal,20,1599.8
2022-03-02,East,Widget A,54,1619.46
2022-03-02,East,Widget B,49,2449.51
2022-03-02,East,Gadget Pro,52,5199.48
2022-03-02,East,Gadget Lite,43,2579.57
2022-03-02,East,Service Pack,59,8849.41
2022-03-02,East,Bundle Deal,63,5039.37
2022-03-02,West,Widget A,57,1709.43
2022-03-02,West,Widget B,46,2299.54
2022-03-02,West,Gadget Pro,18,1799.82
2022-03-02,West,Gadget Lite,61,3659.39
2022-03-02,West,Service Pack,68,10199.32
2022-03-02,West,Bundle Deal,59,4719.41
2022-03-02,Central,Widget A,36,1079.64
2022-03-02,Central,Widget B,60,2999.4
2022-03-02,Central,Gadget Pro,62,6199.38
2022-03-02,Central,Gadget Lite,73,4379.27
2022-03-02,Central,Service Pack,36,5399.64
2022-03-02,Central,Bundle Deal,46,3679.54
2022-03-03,North,Widget A,61,1829.39
2022-03-03,North,Widget B,50,2499.5
2022-03-03,North,Gadget Pro,33,3299.67
2022-03-03,North,Gadget Lite,56,3359.44
2022-03-03,North,Service Pack,58,8699.42
2022-03-03,North,Bundle Deal,51,4079.49
2022-03-03,South,Widget A,53,1589.47
2022-03-03,South,Widget B,46,2299.54
2022-03-03,South,Gadget Pro,72,7199.28
2022-03-03,South,Gadget Lite,36,2159.64
2022-03-03,South,Service Pack,41,6149.59
2022-03-03,South,Bundle Deal,50,3999.5
2022-03-03,East,Widget A,63,1889.37
2022-03-03,East,Widget B,27,1349.73
2022-03-03,East,Gadget Pro,30,2999.7
2022-03-03,East,Gadget Lite,19,1139.81
2022-03-03,East,Service Pack,50,7499.5
2022-03-03,East,Bundle Deal,33,2639.67
2022-03-03,West,Widget A,44,1319.56
2022-03-03,West,Widget B,59,2949.41
2022-03-03,West,Gadget Pro,40,3999.6
2022-03-03,West,Gadget Lite,53,3179.47
2022-03-03,West,Service Pack,45,6749.55
2022-03-03,West,Bundle Deal,60,4799.4
2022-03-03,Central,Widget A,57,1709.43
2022-03-03,Central,Widget B,39,1949.61
2022-03-03,Central,Gadget Pro,47,4699.53
2022-03-03,Central,Gadget Lite,65,3899.35
2022-03-03,Central,Service Pack,55,8249.45
2022-03-03,Central,Bundle Deal,29,2319.71
2022-03-04,North,Widget A,59,1769.41
2022-03-04,North,Widget B,33,1649.67
2022-03-04,North,Gadget Pro,71,7099.29
2022-03-04,North,Gadget Lite,65,3899.35
2022-03-04,North,Service Pack,54,8099.46
2022-03-04,North,Bundle Deal,52,4159.48
2022-03-04,South,Widget A,46,1379.54
2022-03-04,South,Widget B,60,2999.4
2022-03-04,South,Gadget Pro,44,4399.56
2022-03-04,South,Gadget Lite,53,3179.47
2022-03-04,South,Service Pack,63,9449.37
2022-03-04,South,Bundle Deal,41,3279.59
2022-03-04,East,Widget A,40,1199.6
2022-03-04,East,Widget B,32,1599.68
2022-03-04,East,Gadget Pro,34,3399.66
2022-03-04,East,Gadget Lite,22,1319.78
2022-03-04,East,Service Pack,60,8999.4
2022-03-04,East,Bundle Deal,77,6159.23
2022-03-04,West,Widget A,71,2129.29
2022-03-04,West,Widget B,25,1249.75
2022-03-04,West,Gadget Pro,60,5999.4
2022-03-04,West,Gadget Lite,71,4259.29
2022-03-04,West,Service Pack,43,6449.57
2022-03-04,West,Bundle Deal,51,4079.49
2022-03-04,Central,Widget A,19,569.81
2022-03-04,Central,Widget B,54,2699.46
2022-03-04,Central,Gadget Pro,34,3399.66
2022-03-04,Central,Gadget Lite,52,3119.48
2022-03-04,Central,Service Pack,26,3899.74
2022-03-04,Central,Bundle Deal,58,4639.42
2022-03-05,North,Widget A,65,1949.35
2022-03-05,North,Widget B,38,1899.62
2022-03-05,North,Gadget Pro,32,3199.68
2022-03-05,North,Gadget Lite,17,1019.83
2022-03-05,North,Service Pack,46,6899.54
2022-03-05,North,Bundle Deal,41,3279.59
2022-03-05,South,Widget A,26,779.74
2022-03-05,South,Widget B,56,2799.44
2022-03-05,South,Gadget Pro,43,4299.57
2022-03-05,South,Gadget Lite,33,1979.67
2022-03-05,South,Service Pack,41,6149.59
2022-03-05,South,Bundle Deal,66,5279.34
2022-03-05,East,Widget A,59,1769.41
2022-03-05,East,Widget B,48,2399.52
2022-03-05,East,Gadget Pro,59,5899.41
2022-03-05,East,Gadget Lite,32,1919.68
2022-03-05,East,Service Pack,50,7499.5
2022-03-05,East,Bundle Deal,52,4159.48
2022-03-05,West,Widget A,42,1259.58
2022-03-05,West,Widget B,56,2799.44
2022-03-05,West,Gadget Pro,38,3799.62
2022-03-05,West,Gadget Lite,57,3419.43
2022-03-05,West,Service Pack,58,8699.42
2022-03-05,West,Bundle Deal,6,479.94
2022-03-05,Central,Widget A,67,2009.33
2022-03-05,Central,Widget B,4,199.96
2022-03-05,Central,Gadget Pro,40,3999.6
2022-03-05,Central,Gadget Lite,65,3899.35
2022-03-05,Central,Service Pack,45,6749.55
2022-03-05,Central,Bundle Deal,28,2239.72
2022-03-06,North,Widget A,33,989.67
2022-03-06,North,Widget B,65,3249.35
2022-03-06,North,Gadget Pro,21,2099.79
2022-03-06,North,Gadget Lite,66,3959.34
2022-03-06,North,Service Pack,49,7349.51
2022-03-06,North,Bundle Deal,32,2559.68
2022-03-06,South,Widget A,41,1229.59
2022-03-06,South,Widget B,34,1699.66
2022-03-06,South,Gadget Pro,62,6199.38
2022-03-06,South,Gadget Lite,60,3599.4
2022-03-06,South,Service Pack,24,3599.76
2022-03-06,South,Bundle Deal,43,3439.57
2022-03-06,East,Widget A,37,1109.63
2022-03-06,East,Widget B,69,3449.31
2022-03-06,East,Gadget Pro,29,2899.71
2022-03-06,East,Gadget Lite,74,4439.26
2022-03-06,East,Service Pack,49,7349.51
2022-03-06,East,Bundle Deal,32,2559.68
2022-03-06,West,Widget A,39,1169.61
2022-03-06,West,Widget B,37,1849.63
2022-03-06,West,Gadget Pro,30,2999.7
2022-03-06,West,Gadget Lite,51,3059.49
2022-03-06,West,Service Pack,31,4649.69
2022-03-06,West,Bundle Deal,17,1359.83
2022-03-06,Central,Widget A,44,1319.56
2022-03-06,Central,Widget B,22,1099.78
2022-03-06,Central,Gadget Pro,38,3799.62
2022-03-06,Central,Gadget Lite,36,2159.64
2022-03-06,Central,Service Pack,36,5399.64
2022-03-06,Central,Bundle Deal,80,6399.2
2022-03-07,North,Widget A,50,1499.5
2022-03-07,North,Widget B,53,2649.47
2022-03-07,North,Gadget Pro,23,2299.77
2022-03-07,North,Gadget Lite,40,2399.6
2022-03-07,North,Service Pack,53,7949.47
2022-03-07,North,Bundle Deal,34,2719.66
2022-03-07,South,Widget A,63,1889.37
2022-03-07,South,Widget B,31,1549.69
2022-03-07,South,Gadget Pro,45,4499.55
2022-03-07,South,Gadget Lite,41,2459.59
2022-03-07,South,Service Pack,52,7799.48
2022-03-07,South,Bundle Deal,40,3199.6
2022-03-07,East,Widget A,45,1349.55
2022-03-07,East,Widget B,46,2299.54
2022-03-07,East,Gadget Pro,38,3799.62
2022-03-07,East,Gadget Lite,57,3419.43
2022-03-07,East,Service Pack,53,7949.47
2022-03-07,East,Bundle Deal,48,3839.52
2022-03-07,West,Widget A,43,1289.57
2022-03-07,West,Widget B,61,3049.39
2022-03-07,West,Gadget Pro,46,4599.54
2022-03-07,West,Gadget Lite,45,2699.55
2022-03-07,West,Service Pack,51,7649.49
2022-03-07,West,Bundle Deal,75,5999.25
2022-03-07,Central,Widget A,29,869.71
2022-03-07,Central,Widget B,61,3049.39
2022-03-07,Central,Gadget Pro,21,2099.79
2022-03-07,Central,Gadget Lite,53,3179.47
2022-03-07,Central,Service Pack,73,10949.27
2022-03-07,Central,Bundle Deal,57,4559.43
2022-03-08,North,Widget A,52,1559.48
2022-03-08,North,Widget B,41,2049.59
2022-03-08,North,Gadget Pro,50,4999.5
2022-03-08,North,Gadget Lite,46,2759.54
2022-03-08,North,Service Pack,38,5699.62
2022-03-08,North,Bundle Deal,45,3599.55
2022-03-08,South,Widget A,52,1559.48
2022-03-08,South,Widget B,38,1899.62
2022-03-08,South,Gadget Pro,37,3699.63
2022-03-08,South,Gadget Lite,29,1739.71
2022-03-08,South,Service Pack,55,8249.45
2022-03-08,South,Bundle Deal,58,4639.42
2022-03-08,East,Widget A,53,1589.47
2022-03-08,East,Widget B,64,3199.36
2022-03-08,East,Gadget Pro,51,5099.49
2022-03-08,East,Gadget Lite,55,3299.45
2022-03-08,East,Service Pack,54,8099.46
2022-03-08,East,Bundle Deal,48,3839.52
2022-03-08,West,Widget A,42,1259.58
2022-03-08,West,Widget B,83,4149.17
2022-03-08,West,Gadget Pro,43,4299.57
2022-03-08,West,Gadget Lite,40,2399.6
2022-03-08,West,Service Pack,56,8399.44
2022-03-08,West,Bundle Deal,53,4239.47
2022-03-08,Central,Widget A,28,839.72
2022-03-08,Central,Widget B,66,3299.34
2022-03-08,Central,Gadget Pro,48,4799.52
2022-03-08,Central,Gadget Lite,33,1979.67
2022-03-08,Central,Service Pack,67,10049.33
2022-03-08,Central,Bundle Deal,59,4719.41
2022-03-09,North,Widget A,31,929.69
2022-03-09,North,Widget B,76,3799.24
2022-03-09,North,Gadget Pro,59,5899.41
2022-03-09,North,Gadget Lite,49,2939.51
2022-03-09,North,Service Pack,73,10949.27
2022-03-09,North,Bundle Deal,52,4159.48
2022-03-09,South,Widget A,49,1469.51
2022-03-09,South,Widget B,40,1999.6
2022-03-09,South,Gadget Pro,58,5799.42
2022-03-09,South,Gadget Lite,57,3419.43
2022-03-09,South,Service Pack,50,7499.5
2022-03-09,South,Bundle Deal,38,3039.62
2022-03-09,East,Widget A,51,1529.49
2022-03-09,East,Widget B,48,2399.52
2022-03-09,East,Gadget Pro,29,2899.71
2022-03-09,East,Gadget Lite,27,1619.73
2022-03-09,East,Service Pack,58,8699.42
2022-03-09,East,Bundle Deal,10,799.9
2022-03-09,West,Widget A,53,1589.47
2022-03-09,West,Widget B,42,2099.58
2022-03-09,West,Gadget Pro,69,6899.31
2022-03-09,West,Gadget Lite,42,2519.58
2022-03-09,West,Service Pack,59,8849.41
2022-03-09,West,Bundle Deal,44,3519.56
2022-03-09,Central,Widget A,51,1529.49
2022-03-09,Central,Widget B,61,3049.39
2022-03-09,Central,Gadget Pro,43,4299.57
2022-03-09,Central,Gadget Lite,64,3839.36
2022-03-09,Central,Service Pack,35,5249.65
2022-03-09,Central,Bundle Deal,54,4319.46
2022-03-10,North,Widget A,63,1889.37
2022-03-10,North,Widget B,59,2949.41
2022-03-10,North,Gadget Pro,78,7799.22
2022-03-10,North,Gadget Lite,38,2279.62
2022-03-10,North,Service Pack,29,4349.71
2022-03-10,North,Bundle Deal,35,2799.65
2022-03-10,South,Widget A,59,1769.41
2022-03-10,South,Widget B,57,2849.43
2022-03-10,South,Gadget Pro,51,5099.49
2022-03-10,South,Gadget Lite,33,1979.67
2022-03-10,South,Service Pack,61,9149.39
2022-03-10,South,Bundle Deal,31,2479.69
2022-03-10,East,Widget A,67,2009.33
2022-03-10,East,Widget B,92,4599.08
2022-03-10,East,Gadget Pro,55,5499.45
2022-03-10,East,Gadget Lite,58,3479.42
2022-03-10,East,Service Pack,42,6299.58
2022-03-10,East,Bundle Deal,22,1759.78
2022-03-10,West,Widget A,40,1199.6
2022-03-10,West,Widget B,33,1649.67
2022-03-10,West,Gadget Pro,28,2799.72
2022-03-10,West,Gadget Lite,75,4499.25
2022-03-10,West,Service Pack,54,8099.46
2022-03-10,West,Bundle Deal,55,4399.45
2022-03-10,Central,Widget A,45,1349.55
2022-03-10,Central,Widget B,47,2349.53
2022-03-10,Central,Gadget Pro,64,6399.36
2022-03-10,Central,Gadget Lite,49,2939.51
2022-03-10,Central,Service Pack,57,8549.43
2022-03-10,Central,Bundle Deal,47,3759.53
2022-03-11,North,Widget A,44,1319.56
2022-03-11,North,Widget B,28,1399.72
2022-03-11,North,Gadget Pro,20,1999.8
2022-03-11,North,Gadget Lite,46,2759.54
2022-03-11,North,Service Pack,50,7499.5
2022-03-11,North,Bundle Deal,30,2399.7
2022-03-11,South,Widget A,49,1469.51
2022-03-11,South,Widget B,50,2499.5
2022-03-11,South,Gadget Pro,17,1699.83
2022-03-11,South,Gadget Lite,36,2159.64
2022-03-11,South,Service Pack,56,8399.44
2022-03-11,South,Bundle Deal,55,4399.45
2022-03-11,East,Widget A,32,959.68
2022-03-11,East,Widget B,52,2599.48
2022-03-11,East,Gadget Pro,65,6499.35
2022-03-11,East,Gadget Lite,61,3659.39
2022-03-11,East,Service Pack,48,7199.52
2022-03-11,East,Bundle Deal,42,3359.58
2022-03-11,West,Widget A,40,1199.6
2022-03-11,West,Widget B,57,2849.43
2022-03-11,West,Gadget Pro,52,5199.48
2022-03-11,West,Gadget Lite,59,3539.41
2022-03-11,West,Service Pack,51,7649.49
2022-03-11,West,Bundle Deal,62,4959.38
2022-03-11,Central,Widget A,51,1529.49
2022-03-11,Central,Widget B,61,3049.39
2022-03-11,Central,Gadget Pro,63,6299.37
2022-03-11,Central,Gadget Lite,37,2219.63
2022-03-11,Central,Service Pack,22,3299.78
2022-03-11,Central,Bundle Deal,73,5839.27
2022-03-12,North,Widget A,53,1589.47
2022-03-12,North,Widget B,24,1199.76
2022-03-12,North,Gadget Pro,39,3899.61
2022-03-12,North,Gadget Lite,61,3659.39
2022-03-12,North,Service Pack,45,6749.55
2022-03-12,North,Bundle Deal,42,3359.58
2022-03-12,South,Widget A,71,2129.29
2022-03-12,South,Widget B,34,1699.66
2022-03-12,South,Gadget Pro,38,3799.62
2022-03-12,South,Gadget Lite,53,3179.47
2022-03-12,South,Service Pack,55,8249.45
2022-03-12,South,Bundle Deal,57,4559.43
2022-03-12,East,Widget A,63,1889.37
2022-03-12,East,Widget B,52,2599.48
2022-03-12,East,Gadget Pro,57,5699.43
2022-03-12,East,Gadget Lite,46,2759.54
2022-03-12,East,Service Pack,50,7499.5
2022-03-12,East,Bundle Deal,51,4079.49
2022-03-12,West,Widget A,53,1589.47
2022-03-12,West,Widget B,61,3049.39
2022-03-12,West,Gadget Pro,58,5799.42
2022-03-12,West,Gadget Lite,50,2999.5
2022-03-12,West,Service Pack,37,5549.63
2022-03-12,West,Bundle Deal,51,4079.49
2022-03-12,Central,Widget A,49,1469.51
2022-03-12,Central,Widget B,52,2599.48
2022-03-12,Central,Gadget Pro,83,8299.17
2022-03-12,Central,Gadget Lite,42,2519.58
2022-03-12,Central,Service Pack,56,8399.44
2022-03-12,Central,Bundle Deal,66,5279.34
2022-03-13,North,Widget A,51,1529.49
2022-03-13,North,Widget B,85,4249.15
2022-03-13,North,Gadget Pro,44,4399.56
2022-03-13,North,Gadget Lite,54,3239.46
2022-03-13,North,Service Pack,38,5699.62
2022-03-13,North,Bundle Deal,44,3519.56
2022-03-13,South,Widget A,53,1589.47
2022-03-13,South,Widget B,62,3099.38
2022-03-13,South,Gadget Pro,54,5399.46
2022-03-13,South,Gadget Lite,68,4079.32
2022-03-13,South,Service Pack,48,7199.52
2022-03-13,South,Bundle Deal,45,3599.55
2022-03-13,East,Widget A,90,2699.1
2022-03-13,East,Widget B,55,2749.45
2022-03-13,East,Gadget Pro,39,3899.61
2022-03-13,East,Gadget Lite,39,2339.61
2022-03-13,East,Service Pack,35,5249.65
2022-03-13,East,Bundle Deal,64,5119.36
2022-03-13,West,Widget A,44,1319.56
2022-03-13,West,Widget B,51,2549.49
2022-03-13,West,Gadget Pro,49,4899.51
2022-03-13,West,Gadget Lite,60,3599.4
2022-03-13,West,Service Pack,37,5549.63
2022-03-13,West,Bundle Deal,33,2639.67
2022-03-13,Central,Widget A,53,1589.47
2022-03-13,Central,Widget B,59,2949.41
2022-03-13,Central,Gadget Pro,54,5399.46
2022-03-13,Central,Gadget Lite,37,2219.63
2022-03-13,Central,Service Pack,60,8999.4
2022-03-13,Central,Bundle Deal,38,3039.62
2022-03-14,North,Widget A,42,1259.58
2022-03-14,North,Widget B,35,1749.65
2022-03-14,North,Gadget Pro,69,6899.31
2022-03-14,North,Gadget Lite,59,3539.41
2022-03-14,North,Service Pack,59,8849.41
2022-03-14,North,Bundle Deal,68,5439.32
2022-03-14,South,Widget A,92,2759.08
2022-03-14,South,Widget B,24,1199.76
2022-03-14,South,Gadget Pro,38,3799.62
2022-03-14,South,Gadget Lite,40,2399.6
2022-03-14,South,Service Pack,37,5549.63
2022-03-14,South,Bundle Deal,33,2639.67
2022-03-14,East,Widget A,45,1349.55
2022-03-14,East,Widget B,31,1549.69
2022-03-14,East,Gadget Pro,55,5499.45
2022-03-14,East,Gadget Lite,50,2999.5
2022-03-14,East,Service Pack,57,8549.43
2022-03-14,East,Bundle Deal,57,4559.43
2022-03-14,West,Widget A,59,1769.41
2022-03-14,West,Widget B,44,2199.56
2022-03-14,West,Gadget Pro,81,8099.19
2022-03-14,West,Gadget Lite,53,3179.47
2022-03-14,West,Service Pack,22,3299.78
2022-03-14,West,Bundle Deal,34,2719.66
2022-03-14,Central,Widget A,23,689.77
2022-03-14,Central,Widget B,50,2499.5
2022-03-14,Central,Gadget Pro,48,4799.52
2022-03-14,Central,Gadget Lite,42,2519.58
2022-03-14,Central,Service Pack,80,11999.2
2022-03-14,Central,Bundle Deal,58,4639.42
2022-03-15,North,Widget A,60,1799.4
2022-03-15,North,Widget B,36,1799.64
2022-03-15,North,Gadget Pro,35,3499.65
2022-03-15,North,Gadget Lite,50,2999.5
2022-03-15,North,Service Pack,52,7799.48
2022-03-15,North,Bundle Deal,22,1759.78
2022-03-15,South,Widget A,47,1409.53
2022-03-15,South,Widget B,50,2499.5
2022-03-15,South,Gadget Pro,46,4599.54
2022-03-15,South,Gadget Lite,37,2219.63
2022-03-15,South,Service Pack,41,6149.59
2022-03-15,South,Bundle Deal,47,3759.53
2022-03-15,East,Widget A,51,1529.49
2022-03-15,East,Widget B,59,2949.41
2022-03-15,East,Gadget Pro,66,6599.34
2022-03-15,East,Gadget Lite,45,2699.55
2022-03-15,East,Service Pack,43,6449.57
2022-03-15,East,Bundle Deal,56,4479.44
2022-03-15,West,Widget A,59,1769.41
2022-03-15,West,Widget B,43,2149.57
2022-03-15,West,Gadget Pro,61,6099.39
2022-03-15,West,Gadget Lite,64,3839.36
2022-03-15,West,Service Pack,69,10349.31
2022-03-15,West,Bundle Deal,76,6079.24
2022-03-15,Central,Widget A,37,1109.63
2022-03-15,Central,Widget B,50,2499.5
2022-03-15,Central,Gadget Pro,50,4999.5
2022-03-15,Central,Gadget Lite,48,2879.52
2022-03-15,Central,Service Pack,40,5999.6
2022-03-15,Central,Bundle Deal,27,2159.73
2022-03-16,North,Widget A,51,1529.49
2022-03-16,North,Widget B,38,1899.62
2022-03-16,North,Gadget Pro,51,5099.49
2022-03-16,North,Gadget Lite,38,2279.62
2022-03-16,North,Service Pack,33,4949.67
2022-03-16,North,Bundle Deal,53,4239.47
2022-03-16,South,Widget A,52,1559.48
2022-03-16,South,Widget B,58,2899.42
2022-03-16,South,Gadget Pro,82,8199.18
2022-03-16,South,Gadget Lite,54,3239.46
2022-03-16,South,Service Pack,57,8549.43
2022-03-16,South,Bundle Deal,33,2639.67
2022-03-16,East,Widget A,30,899.7
2022-03-16,East,Widget B,73,3649.27
2022-03-16,East,Gadget Pro,36,3599.64
2022-03-16,East,Gadget Lite,34,2039.66
2022-03-16,East,Service Pack,49,7349.51
2022-03-16,East,Bundle Deal,48,3839.52
2022-03-16,West,Widget A,36,1079.64
2022-03-16,West,Widget B,45,2249.55
2022-03-16,West,Gadget Pro,68,6799.32
2022-03-16,West,Gadget Lite,37,2219.63
2022-03-16,West,Service Pack,29,4349.71
2022-03-16,West,Bundle Deal,64,5119.36
2022-03-16,Central,Widget A,57,1709.43
2022-03-16,Central,Widget B,40,1999.6
2022-03-16,Central,Gadget Pro,26,2599.74
2022-03-16,Central,Gadget Lite,38,2279.62
2022-03-16,Central,Service Pack,49,7349.51
2022-03-16,Central,Bundle Deal,67,5359.33
2022-03-17,North,Widget A,34,1019.66
2022-03-17,North,Widget B,48,2399.52
2022-03-17,North,Gadget Pro,60,5999.4
2022-03-17,North,Gadget Lite,14,839.86
2022-03-17,North,Service Pack,65,9749.35
2022-03-17,North,Bundle Deal,32,2559.68
2022-03-17,South,Widget A,54,1619.46
2022-03-17,South,Widget B,53,2649.47
