transaction_id,store_id,product_id,category,amount,timestamp,payment_method
TXN0043091,47,24,Furniture,140.88,2024-03-27 09:50:33.367312908,wallet
TXN0043092,15,117,Furniture,190.01,2024-02-14 01:09:56.219422817,cash
TXN0043093,39,169,Automotive,292.72,2023-11-04 15:13:24.505379677,cash
TXN0043094,43,120,Furniture,378.36,2024-12-04 19:08:32.583851337,cash
TXN0043095,27,151,Beauty,373.42,2024-08-22 09:06:18.469833612,wallet
TXN0043096,46,117,Books,184.06,2023-05-29 08:53:57.591177940,upi
TXN0043097,45,135,Food,465.44,2023-04-06 09:29:58.124440670,card
TXN0043098,20,79,Toys,224.57,2023-11-15 13:03:51.471003056,cash
TXN0043099,29,172,Sports,266.56,2023-04-10 13:42:23.790913343,card
TXN0043100,49,197,Clothing,331.04,2023-10-06 23:24:33.499534130,wallet
TXN0043101,34,126,Automotive,201.84,2024-07-07 14:09:58.031503201,upi
TXN0043102,1,199,Beauty,405.85,2024-09-09 01:27:36.991994619,cash
TXN0043103,24,26,Health,265.01,2024-03-03 05:23:14.613031864,upi
TXN0043104,50,171,Toys,381.89,2024-08-19 07:17:28.010000706,wallet
TXN0043105,49,7,Clothing,433.18,2023-04-22 05:23:43.949623585,card
TXN0043106,20,65,Furniture,222.16,2024-08-16 09:19:34.197350025,upi
TXN0043107,21,111,Furniture,454.66,2024-10-10 22:28:24.689064980,wallet
TXN0043108,3,13,Health,334.08,2023-10-31 09:50:48.820586443,card
TXN0043109,21,15,Automotive,417.88,2024-06-16 05:49:59.642071962,wallet
TXN0043110,12,93,Electronics,105.98,2024-11-11 01:51:55.202563047,upi
TXN0043111,39,168,Furniture,128.89,2024-09-28 02:37:25.744976521,upi
TXN0043112,43,187,Health,290.4,2023-01-17 08:26:28.688455105,upi
TXN0043113,13,153,Automotive,492.63,2023-06-29 13:01:46.824496746,wallet
TXN0043114,22,43,Furniture,55.57,2024-01-20 00:39:21.952074766,card
TXN0043115,29,119,Health,162.53,2024-01-24 03:36:22.843061686,card
TXN0043116,37,192,Beauty,36.22,2024-12-18 04:59:53.758749962,wallet
TXN0043117,22,186,Furniture,341.25,2024-06-09 12:10:14.838010550,cash
TXN0043118,22,92,Books,316.37,2023-05-11 19:24:00.935619354,upi
TXN0043119,40,61,Clothing,343.08,2024-11-14 06:25:46.089557409,upi
TXN0043120,1,102,Beauty,38.77,2023-07-13 11:21:41.193774939,card
TXN0043121,19,135,Automotive,96.69,2023-06-07 22:17:57.165935755,upi
TXN0043122,8,113,Clothing,332.2,2023-04-02 23:27:28.770395041,upi
TXN0043123,41,185,Furniture,106.68,2023-09-20 16:49:44.696766138,card
TXN0043124,39,93,Food,13.45,2024-01-30 23:43:20.292042255,card
TXN0043125,19,45,Toys,306.16,2023-05-06 10:41:41.082293034,cash
TXN0043126,22,45,Automotive,60.8,2024-09-28 00:23:56.239729166,upi
TXN0043127,3,48,Sports,97.6,2023-03-14 10:36:41.262806892,cash
TXN0043128,47,138,Clothing,96.29,2024-08-13 15:21:57.124849081,wallet
TXN0043129,32,76,Health,261.51,2024-01-23 01:33:17.345100164,wallet
TXN0043130,18,132,Electronics,349.24,2024-05-18 16:32:24.024771690,upi
TXN0043131,1,150,Clothing,464.25,2023-11-13 15:33:23.642961264,upi
TXN0043132,30,116,Electronics,125.04,2023-11-15 11:45:14.334918737,wallet
TXN0043133,35,180,Books,464.78,2024-09-18 17:20:04.817009211,card
TXN0043134,41,4,Sports,75.88,2024-01-19 09:47:24.067542315,wallet
TXN0043135,27,141,Health,412.77,2023-07-09 18:29:48.870716333,wallet
TXN0043136,14,1,Sports,476.11,2023-04-20 19:41:52.982899189,card
TXN0043137,49,68,Health,56.61,2023-12-17 17:48:21.114925146,card
TXN0043138,7,66,Sports,249.27,2023-03-12 20:26:55.667517662,cash
TXN0043139,37,104,Sports,345.37,2024-10-10 14:16:02.592302561,wallet
TXN0043140,34,142,Sports,148.4,2024-09-19 08:28:30.568708897,card
TXN0043141,34,139,Furniture,174.3,2024-08-19 05:39:46.016008377,upi
TXN0043142,24,192,Books,434.08,2024-10-07 11:14:57.102934837,upi
TXN0043143,28,60,Beauty,488.04,2023-09-14 21:56:50.930468559,upi
TXN0043144,44,131,Food,327.8,2023-09-01 17:30:05.810456514,wallet
TXN0043145,29,163,Food,333.59,2023-02-19 09:28:27.008116007,wallet
TXN0043146,8,16,Toys,85.27,2024-11-28 00:37:57.473209620,upi
TXN0043147,27,105,Beauty,415.4,2023-07-07 13:10:09.863693714,wallet
TXN0043148,35,191,Beauty,122.62,2024-03-04 10:34:17.873348475,cash
TXN0043149,36,63,Beauty,16.16,2024-11-14 01:00:34.739711046,wallet
TXN0043150,2,159,Toys,395.72,2024-08-26 19:35:12.761209011,wallet
TXN0043151,28,50,Toys,224.98,2024-04-29 20:37:52.045156717,wallet
TXN0043152,22,159,Clothing,266.77,2024-04-06 12:30:35.898101807,card
TXN0043153,32,163,Electronics,494.33,2023-10-12 05:20:39.719345570,wallet
TXN0043154,31,141,Clothing,329.4,2024-09-16 05:53:16.123282433,card
TXN0043155,40,101,Sports,347.04,2024-04-23 03:24:53.310138464,cash
TXN0043156,29,181,Automotive,5.16,2024-02-20 02:30:40.703202486,wallet
TXN0043157,4,83,Food,332.21,2024-05-01 14:46:32.278383732,cash
TXN0043158,6,39,Toys,423.96,2023-03-02 22:46:21.238867998,wallet
TXN0043159,46,33,Beauty,180.09,2024-12-24 22:22:57.957472086,upi
TXN0043160,10,103,Food,448.31,2024-03-10 06:41:19.339587927,upi
TXN0043161,10,37,Clothing,449.45,2024-05-21 00:09:20.959964991,cash
TXN0043162,20,80,Clothing,498.33,2023-10-28 05:33:59.473229885,cash
TXN0043163,42,7,Automotive,409.81,2024-09-27 07:59:13.367939472,card
TXN0043164,29,14,Sports,269.43,2024-03-23 03:00:57.292783499,card
TXN0043165,32,148,Clothing,76.13,2024-04-03 10:37:29.856729507,upi
TXN0043166,47,149,Food,264.7,2024-10-17 10:20:00.792114258,card
TXN0043167,23,26,Clothing,159.92,2024-08-10 08:45:00.901509047,cash
TXN0043168,45,179,Beauty,467.42,2024-01-29 09:40:42.180843353,card
TXN0043169,21,64,Clothing,81.53,2024-05-11 05:17:08.003834724,wallet
TXN0043170,50,87,Electronics,352.35,2023-05-16 10:51:59.636901140,wallet
TXN0043171,37,39,Health,137.76,2023-12-30 09:36:53.555640936,wallet
TXN0043172,32,16,Clothing,142.8,2024-10-04 22:49:59.849859715,cash
TXN0043173,13,54,Books,384.56,2024-03-16 00:24:47.574673414,wallet
TXN0043174,11,68,Beauty,238.28,2023-07-10 22:53:32.545497656,wallet
TXN0043175,25,34,Furniture,411.35,2023-01-04 18:03:31.215718031,upi
TXN0043176,1,105,Automotive,205.91,2024-09-18 14:29:30.826854467,upi
TXN0043177,21,87,Furniture,159.04,2024-10-07 07:53:21.982915401,cash
TXN0043178,23,13,Health,380.5,2024-10-06 17:25:35.604166031,cash
TXN0043179,39,92,Toys,39.93,2024-05-23 04:14:51.829156160,upi
TXN0043180,14,183,Food,167.58,2024-10-03 09:06:38.468692541,upi
TXN0043181,48,128,Clothing,31.88,2023-08-28 01:12:31.554976463,cash
TXN0043182,26,56,Clothing,383.64,2024-10-28 21:24:38.643754721,cash
TXN0043183,7,10,Electronics,260.34,2023-08-20 06:42:23.864024878,wallet
TXN0043184,26,25,Furniture,28.75,2024-12-08 05:13:07.972342730,upi
TXN0043185,9,89,Sports,376.89,2024-12-29 13:58:56.871633053,card
TXN0043186,42,124,Toys,364.83,2023-06-30 03:18:45.124612093,wallet
TXN0043187,2,151,Furniture,412.8,2024-08-05 14:33:20.410924911,cash
TXN0043188,2,89,Furniture,194.1,2023-12-29 13:32:55.755133152,upi
TXN0043189,41,44,Clothing,465.92,2023-12-30 03:05:37.230099678,card
TXN0043190,34,112,Toys,461.0,2024-02-15 15:47:14.505204678,cash
TXN0043191,12,43,Clothing,266.79,2024-09-28 03:20:52.695227146,upi
TXN0043192,29,156,Books,308.28,2023-03-11 10:19:23.854887486,cash
TXN0043193,41,119,Automotive,85.89,2023-11-15 02:46:00.628061771,card
TXN0043194,37,18,Automotive,338.25,2024-11-09 19:43:57.688065052,card
TXN0043195,14,170,Furniture,22.44,2024-04-30 08:16:08.616186380,card
TXN0043196,44,116,Food,115.93,2023-07-14 07:57:32.381420612,wallet
TXN0043197,34,112,Books,76.79,2023-12-14 04:12:54.743035078,wallet
TXN0043198,24,5,Furniture,430.48,2024-03-04 08:49:00.821705580,card
TXN0043199,42,22,Automotive,218.15,2023-01-21 05:15:47.092398167,upi
TXN0043200,2,96,Furniture,495.07,2024-05-07 20:56:49.250734328,card
TXN0043201,5,163,Beauty,48.38,2024-10-22 23:38:07.276137829,upi
TXN0043202,14,132,Automotive,300.6,2023-09-29 21:19:39.634366512,upi
TXN0043203,39,28,Health,385.6,2023-08-14 10:44:49.031430006,cash
TXN0043204,16,124,Sports,65.31,2023-04-27 09:29:29.970753193,cash
TXN0043205,33,75,Automotive,170.71,2023-09-29 04:23:19.279767513,cash
TXN0043206,30,181,Books,395.0,2024-01-02 15:38:43.610489130,upi
TXN0043207,4,94,Sports,490.28,2024-09-13 06:30:25.271239281,wallet
TXN0043208,18,111,Electronics,217.03,2024-10-03 14:10:05.590542555,card
TXN0043209,24,189,Books,424.65,2023-10-19 17:01:45.796864986,cash
TXN0043210,26,7,Furniture,260.88,2024-09-12 11:39:17.292346478,cash
TXN0043211,27,142,Electronics,450.42,2024-05-11 11:09:38.146952152,card
TXN0043212,42,6,Food,248.6,2024-12-03 18:10:51.556292534,upi
TXN0043213,22,110,Beauty,145.23,2024-12-29 10:48:09.073429585,upi
TXN0043214,9,170,Health,81.34,2024-07-19 15:13:49.864951372,upi
TXN0043215,7,182,Clothing,6.4,2023-10-12 15:21:28.948565483,upi
TXN0043216,3,19,Furniture,447.56,2023-07-23 14:44:38.119033098,card
TXN0043217,17,100,Health,11.81,2024-02-24 21:24:47.164884090,upi
TXN0043218,6,164,Food,49.21,2023-01-04 19:51:55.578255892,cash
TXN0043219,37,43,Toys,493.85,2024-06-26 19:44:04.333060503,wallet
TXN0043220,13,112,Sports,348.74,2023-12-04 19:20:42.925070763,card
TXN0043221,41,47,Beauty,197.42,2024-04-24 08:54:41.337305784,upi
TXN0043222,15,190,Health,331.74,2023-06-29 12:46:53.613229752,cash
TXN0043223,46,108,Automotive,147.36,2023-08-14 19:24:05.290784359,card
TXN0043224,23,41,Automotive,167.2,2024-10-20 19:29:44.152831316,upi
TXN0043225,22,89,Toys,263.38,2023-09-21 03:16:08.673485756,upi
TXN0043226,25,15,Beauty,308.68,2023-04-26 10:39:17.838624954,upi
TXN0043227,27,96,Automotive,25.84,2024-04-26 05:41:36.523497581,upi
TXN0043228,30,17,Automotive,245.61,2023-11-14 05:50:05.989275455,wallet
TXN0043229,35,13,Electronics,150.89,2023-08-27 02:39:34.485715866,cash
TXN0043230,44,56,Sports,315.92,2023-08-07 01:13:00.078614712,upi
TXN0043231,22,133,Health,352.7,2024-12-30 06:31:56.767911434,upi
TXN0043232,47,133,Toys,126.58,2023-08-19 18:51:14.049161911,upi
TXN0043233,7,34,Health,110.47,2023-08-30 23:07:50.159151793,cash
TXN0043234,22,89,Electronics,365.04,2023-11-29 14:34:49.840615511,wallet
TXN0043235,8,28,Food,492.28,2023-07-14 17:11:58.778327465,card
TXN0043236,17,118,Toys,11.02,2024-11-22 17:51:14.133712769,upi
TXN0043237,33,134,Toys,393.15,2023-09-09 13:52:05.570521832,wallet
TXN0043238,27,37,Beauty,485.83,2024-09-13 05:00:06.250466823,wallet
TXN0043239,12,63,Clothing,130.03,2023-09-17 03:00:52.897499323,wallet
TXN0043240,50,190,Clothing,490.46,2024-03-26 01:12:03.122136354,wallet
TXN0043241,26,154,Sports,407.44,2024-01-12 03:28:07.174504042,wallet
TXN0043242,48,200,Furniture,285.5,2024-09-03 23:21:38.178396463,wallet
TXN0043243,16,105,Automotive,5.33,2023-09-03 02:54:26.480522633,card
TXN0043244,15,197,Food,442.43,2023-09-24 04:18:34.245176554,cash
TXN0043245,4,62,Automotive,260.83,2023-11-22 19:10:14.035726309,upi
TXN0043246,3,99,Electronics,73.71,2024-03-02 04:34:26.547780752,cash
TXN0043247,46,148,Furniture,337.05,2023-03-16 21:02:20.605576038,cash
TXN0043248,50,180,Automotive,91.56,2024-02-19 12:32:08.290855408,upi
TXN0043249,23,32,Books,207.0,2024-08-06 06:43:06.263538361,card
TXN0043250,35,14,Clothing,144.4,2023-04-06 20:28:10.965088844,wallet
TXN0043251,17,197,Books,368.57,2023-07-23 07:10:19.806094885,card
TXN0043252,5,56,Clothing,407.35,2023-11-29 14:44:00.892415524,wallet
TXN0043253,25,64,Electronics,330.98,2023-12-06 15:55:01.969852209,cash
TXN0043254,37,25,Food,346.14,2023-10-01 22:32:26.545945644,cash
TXN0043255,39,185,Toys,134.66,2023-05-04 10:48:58.039577961,card
TXN0043256,18,43,Food,270.53,2024-02-07 14:47:53.452985525,wallet
TXN0043257,37,147,Toys,403.45,2024-12-28 01:01:25.597819567,upi
TXN0043258,13,113,Automotive,126.31,2023-09-05 19:25:41.013699293,cash
TXN0043259,37,68,Electronics,300.37,2023-12-22 00:05:45.784972906,card
TXN0043260,6,188,Automotive,115.64,2023-09-09 04:39:00.415006399,card
TXN0043261,50,129,Food,25.45,2024-12-14 22:38:42.414547920,wallet
TXN0043262,31,28,Beauty,272.36,2024-07-02 10:13:30.836861134,card
TXN0043263,5,187,Electronics,83.09,2023-02-02 23:57:42.329316616,card
TXN0043264,25,191,Sports,265.22,2023-10-13 10:19:09.172055244,cash
TXN0043265,18,175,Sports,324.07,2023-06-08 16:03:07.374732256,cash
TXN0043266,22,78,Beauty,41.68,2024-09-21 15:39:23.909969568,card
TXN0043267,33,117,Furniture,164.78,2024-11-11 17:24:26.457056522,upi
TXN0043268,15,5,Health,149.37,2024-06-04 07:45:01.938043594,wallet
TXN0043269,35,173,Sports,300.46,2023-01-15 13:10:17.935405970,upi
TXN0043270,37,120,Toys,402.42,2023-04-06 06:55:21.415172577,upi
TXN0043271,35,50,Electronics,44.8,2024-02-15 02:58:12.811975956,card
TXN0043272,45,90,Beauty,351.34,2024-05-28 11:06:24.697279215,card
TXN0043273,13,38,Furniture,185.96,2023-03-15 23:38:49.716659546,wallet
TXN0043274,4,183,Furniture,366.08,2024-01-27 02:02:51.320735693,card
TXN0043275,36,199,Clothing,342.38,2024-02-20 02:26:05.225364923,cash
TXN0043276,5,189,Sports,389.34,2024-04-23 18:10:29.964843750,upi
TXN0043277,8,25,Electronics,111.6,2024-04-02 18:28:39.713751554,card
TXN0043278,34,50,Beauty,161.08,2023-10-18 10:12:53.043201923,cash
TXN0043279,2,128,Furniture,359.99,2024-07-18 06:26:07.016223907,wallet
TXN0043280,21,59,Automotive,291.13,2024-05-20 00:09:02.603626013,card
TXN0043281,48,34,Books,257.08,2023-07-08 12:06:12.545699120,wallet
TXN0043282,16,92,Books,76.03,2023-04-28 22:32:38.114230156,card
TXN0043283,44,50,Sports,214.99,2023-05-25 13:56:04.484302998,card
TXN0043284,49,187,Clothing,157.93,2024-02-04 06:11:03.422872543,cash
TXN0043285,8,86,Beauty,159.69,2024-11-21 19:40:25.858024836,card
TXN0043286,47,24,Furniture,108.68,2024-04-20 06:17:41.790417433,upi
TXN0043287,50,164,Furniture,165.09,2024-09-20 13:31:43.405472755,cash
TXN0043288,48,83,Health,459.44,2023-10-27 01:22:57.016305685,wallet
TXN0043289,27,122,Automotive,407.25,2024-01-01 22:21:51.186566591,upi
TXN0043290,15,173,Sports,388.38,2024-03-28 19:07:44.887499571,upi
TXN0043291,32,174,Clothing,218.7,2023-12-15 00:01:57.812614441,wallet
TXN0043292,30,181,Health,263.07,2024-11-16 22:04:53.876449585,cash
TXN0043293,22,47,Food,498.81,2023-02-07 05:11:41.645300627,upi
TXN0043294,15,102,Furniture,169.74,2024-09-12 07:22:55.580883980,card
TXN0043295,35,97,Food,315.62,2023-10-24 08:50:22.473412991,cash
TXN0043296,3,109,Sports,359.34,2023-04-01 22:46:38.032920599,cash
TXN0043297,5,192,Food,425.65,2024-08-28 02:35:04.730747461,cash
TXN0043298,35,73,Clothing,343.05,2024-02-15 17:04:04.306511164,upi
TXN0043299,44,134,Beauty,137.92,2024-01-04 06:13:20.309973001,cash
TXN0043300,20,111,Health,493.98,2023-06-02 04:51:30.770117998,cash
TXN0043301,50,175,Books,225.39,2023-03-28 12:23:44.875412226,wallet
TXN0043302,47,54,Automotive,186.4,2023-11-05 13:13:42.308471918,upi
TXN0043303,20,118,Books,337.27,2024-05-21 18:50:09.455832958,wallet
TXN0043304,8,176,Beauty,1.81,2024-06-19 17:14:49.507329940,card
TXN0043305,12,9,Beauty,250.41,2024-02-29 21:16:15.176905394,cash
TXN0043306,50,117,Clothing,280.07,2023-09-28 07:41:09.001227617,upi
TXN0043307,50,190,Furniture,416.77,2023-11-07 13:55:14.022007704,upi
TXN0043308,12,154,Food,437.54,2024-09-23 18:51:52.858873844,cash
TXN0043309,25,83,Health,84.82,2024-11-08 15:30:33.186551809,upi
TXN0043310,10,158,Beauty,479.45,2024-10-30 16:01:14.288646936,card
TXN0043311,43,80,Beauty,112.86,2023-01-05 02:51:15.403806925,upi
TXN0043312,20,34,Sports,149.06,2023-12-03 06:55:42.542285919,wallet
TXN0043313,1,139,Food,51.49,2023-03-26 00:18:18.086913824,wallet
TXN0043314,14,127,Food,498.24,2024-04-08 04:04:48.178380251,cash
TXN0043315,12,96,Furniture,113.65,2023-10-25 04:56:32.439210892,wallet
TXN0043316,41,175,Automotive,139.94,2023-09-16 10:35:54.935519695,upi
TXN0043317,48,103,Beauty,55.45,2023-06-08 00:42:53.834285498,card
TXN0043318,20,101,Books,393.41,2024-07-25 11:05:48.500230073,upi
TXN0043319,28,43,Beauty,105.89,2023-09-28 06:26:29.242026329,wallet
TXN0043320,16,182,Food,285.3,2024-09-23 03:19:10.626110315,card
TXN0043321,5,156,Books,235.72,2024-04-09 05:04:55.023416996,upi
TXN0043322,2,163,Automotive,286.68,2023-04-05 11:48:46.302147150,wallet
TXN0043323,15,156,Beauty,455.28,2024-11-14 05:01:02.372760296,wallet
TXN0043324,38,174,Sports,86.6,2023-04-02 16:29:20.992810488,wallet
TXN0043325,26,50,Electronics,493.57,2023-04-08 22:21:58.030418634,card
TXN0043326,39,188,Beauty,405.3,2023-02-17 08:33:17.119320393,upi
TXN0043327,20,170,Clothing,286.3,2024-05-14 21:49:54.842346430,card
TXN0043328,48,50,Toys,416.3,2024-07-15 07:47:55.441080093,cash
TXN0043329,22,175,Beauty,188.01,2024-08-29 21:21:34.836481333,card
TXN0043330,47,88,Beauty,330.17,2024-12-30 16:45:25.792918205,upi
TXN0043331,4,101,Food,342.56,2024-08-06 13:16:21.937271357,upi
TXN0043332,18,169,Beauty,71.34,2023-07-30 12:21:23.809069157,cash
TXN0043333,6,143,Health,84.17,2024-12-01 13:38:57.302155733,card
TXN0043334,34,42,Automotive,69.45,2023-05-09 07:26:14.576114893,upi
TXN0043335,41,59,Books,326.79,2024-08-04 06:10:42.986520290,cash
TXN0043336,22,122,Beauty,464.98,2023-02-10 17:59:36.722936392,cash
TXN0043337,5,101,Electronics,489.68,2024-09-11 03:03:15.992437124,card
TXN0043338,28,21,Toys,15.81,2023-11-25 22:13:13.947897911,cash
TXN0043339,26,176,Toys,96.48,2023-11-07 14:38:44.409081697,card
TXN0043340,22,147,Toys,233.08,2023-01-09 07:59:08.145962954,wallet
TXN0043341,16,151,Sports,55.37,2024-02-02 19:32:49.683054924,card
TXN0043342,3,38,Clothing,198.46,2023-09-21 21:18:11.067497253,upi
TXN0043343,37,192,Health,235.68,2023-09-06 22:32:23.175805092,card
TXN0043344,21,122,Beauty,5.99,2023-01-09 17:10:29.784106970,wallet
TXN0043345,26,199,Automotive,194.67,2023-01-30 01:53:15.810585499,cash
TXN0043346,42,132,Food,176.74,2023-12-23 19:11:01.759953022,card
TXN0043347,32,18,Books,283.47,2023-06-04 14:32:28.874619722,card
TXN0043348,39,35,Health,101.98,2024-12-21 21:31:44.882059813,cash
TXN0043349,4,62,Electronics,155.72,2023-08-26 18:00:15.955663443,cash
TXN0043350,37,83,Automotive,62.62,2023-08-14 07:35:04.535028219,wallet
TXN0043351,22,98,Automotive,497.38,2024-06-23 06:59:15.540709019,card
TXN0043352,26,123,Automotive,364.96,2024-02-14 18:04:12.193987370,cash
TXN0043353,3,25,Food,120.2,2023-09-05 22:01:16.148091316,upi
TXN0043354,49,177,Electronics,64.98,2024-05-10 06:36:22.637426853,cash
TXN0043355,27,66,Health,27.21,2024-08-27 20:43:05.624385357,wallet
TXN0043356,20,157,Furniture,264.23,2024-07-31 08:20:24.585857630,upi
TXN0043357,6,78,Sports,155.93,2024-06-26 03:15:44.313707352,cash
TXN0043358,12,152,Toys,170.29,2023-10-15 17:40:28.906387091,upi
TXN0043359,12,9,Sports,51.63,2023-12-02 12:36:09.892601728,cash
TXN0043360,12,60,Books,19.55,2023-10-31 05:34:22.425638199,cash
TXN0043361,23,184,Sports,109.08,2023-08-16 00:55:16.440361261,cash
TXN0043362,43,38,Furniture,366.1,2023-01-22 06:16:05.478218079,upi
TXN0043363,5,198,Sports,110.5,2023-08-11 07:17:15.667775631,cash
TXN0043364,44,37,Electronics,383.37,2023-02-15 00:10:02.883384943,card
TXN0043365,44,198,Toys,323.71,2023-03-16 04:42:15.028751373,card
TXN0043366,39,56,Beauty,180.67,2023-04-30 07:09:23.063402176,card
TXN0043367,29,170,Automotive,127.63,2024-07-31 01:44:52.868753672,upi
TXN0043368,6,51,Automotive,209.55,2024-02-03 11:34:05.500349045,card
TXN0043369,22,43,Health,457.64,2023-09-24 12:41:19.176429510,wallet
TXN0043370,45,135,Toys,289.07,2024-10-12 17:18:37.043447018,upi
TXN0043371,42,171,Beauty,193.69,2024-10-27 14:15:22.306381226,card
TXN0043372,39,80,Furniture,383.56,2024-11-14 20:39:44.103761196,card
TXN0043373,4,76,Health,115.72,2024-08-03 08:00:04.324382305,cash
TXN0043374,19,66,Clothing,421.02,2024-11-04 05:22:24.694541454,wallet
TXN0043375,42,46,Food,326.13,2024-08-19 05:40:44.819380999,cash
TXN0043376,23,147,Books,158.88,2024-05-23 18:16:03.106494188,wallet
TXN0043377,13,147,Books,146.86,2023-05-03 19:10:29.022357225,wallet
TXN0043378,9,30,Food,9.12,2024-01-24 18:11:26.262345791,wallet
TXN0043379,16,4,Toys,441.54,2023-02-04 20:39:00.678579330,upi
TXN0043380,44,7,Sports,242.31,2024-04-28 03:19:20.603589296,cash
TXN0043381,32,198,Books,239.29,2024-08-26 06:42:21.735935450,cash
TXN0043382,34,84,Beauty,197.26,2024-09-07 20:56:34.523417711,cash
TXN0043383,28,44,Food,79.37,2023-05-23 00:40:57.632639408,cash
TXN0043384,48,171,Electronics,407.59,2023-08-11 23:44:00.057473898,card
TXN0043385,39,22,Automotive,478.76,2023-04-23 04:33:30.051652670,wallet
TXN0043386,46,8,Toys,170.74,2024-07-19 16:34:06.786234617,card
TXN0043387,25,36,Books,26.56,2024-12-06 03:14:27.289253473,wallet
TXN0043388,5,28,Beauty,104.67,2023-05-03 13:17:31.913444519,card
TXN0043389,33,87,Food,459.27,2023-04-26 02:51:02.001972675,wallet
TXN0043390,7,93,Beauty,357.08,2024-04-20 20:38:56.457845926,wallet
TXN0043391,29,131,Automotive,433.07,2024-05-27 17:48:19.881345987,card
TXN0043392,19,183,Furniture,338.55,2023-04-18 19:27:05.082381964,cash
TXN0043393,23,108,Electronics,99.31,2023-06-02 15:58:37.046313524,upi
TXN0043394,29,16,Sports,273.94,2024-11-03 00:01:57.217058659,wallet
TXN0043395,11,107,Health,172.36,2023-11-07 21:04:07.730352163,card
TXN0043396,15,130,Health,207.82,2024-11-03 16:15:38.872874498,upi
TXN0043397,36,106,Automotive,431.81,2023-07-28 12:15:11.615816832,cash
TXN0043398,35,77,Beauty,113.86,2024-09-10 18:04:36.052276373,wallet
TXN0043399,30,141,Books,443.59,2024-04-03 03:04:33.456307650,cash
TXN0043400,37,70,Clothing,288.87,2023-05-02 20:13:26.384654284,card
TXN0043401,14,95,Health,397.52,2024-06-08 17:49:10.974233150,card
TXN0043402,11,128,Sports,183.6,2024-01-02 21:19:48.342965603,card
TXN0043403,43,114,Health,256.89,2024-07-08 01:06:11.291115761,upi
TXN0043404,24,178,Beauty,92.71,2024-02-10 16:58:37.899968863,upi
TXN0043405,42,53,Furniture,159.53,2024-11-15 14:14:03.053620577,cash
TXN0043406,19,113,Food,11.59,2024-08-17 06:38:21.336610556,cash
TXN0043407,23,100,Electronics,476.14,2024-06-14 07:11:22.926779509,card
TXN0043408,48,155,Toys,104.3,2023-03-15 21:55:35.136157513,cash
TXN0043409,49,122,Books,380.06,2024-12-27 20:34:30.939716578,upi
TXN0043410,24,8,Food,418.79,2024-03-06 10:40:26.011427402,cash
TXN0043411,39,105,Clothing,342.06,2023-11-18 01:44:36.924593210,wallet
TXN0043412,42,47,Books,402.44,2023-09-07 23:35:37.969697475,upi
TXN0043413,37,118,Electronics,359.85,2024-05-28 15:03:51.094476461,wallet
TXN0043414,12,82,Sports,218.4,2024-02-11 19:14:10.571602345,upi
TXN0043415,19,52,Health,470.56,2024-04-09 12:41:07.525490761,cash
TXN0043416,39,143,Sports,243.72,2023-10-28 17:30:49.226135015,cash
TXN0043417,32,190,Electronics,228.26,2024-11-23 07:16:06.686533451,wallet
TXN0043418,9,41,Beauty,227.09,2023-02-19 01:51:12.589768171,upi
TXN0043419,7,78,Health,437.64,2024-06-13 15:17:41.171774864,cash
TXN0043420,47,53,Toys,469.39,2024-03-26 07:28:22.403010845,upi
TXN0043421,3,156,Health,289.91,2024-11-28 08:51:07.404790163,wallet
TXN0043422,47,13,Furniture,34.6,2023-06-08 17:27:42.725811481,upi
TXN0043423,43,30,Electronics,24.65,2024-05-02 04:00:57.921467066,cash
TXN0043424,49,21,Beauty,152.55,2024-09-19 11:36:56.210029125,upi
TXN0043425,28,147,Clothing,325.84,2024-07-11 09:24:36.962079048,cash
TXN0043426,48,182,Automotive,444.51,2024-12-12 23:04:20.399980307,cash
TXN0043427,38,130,Furniture,212.54,2024-06-20 13:33:11.131373167,upi
TXN0043428,13,83,Toys,189.69,2023-03-28 23:24:57.139365911,wallet
TXN0043429,19,75,Health,346.63,2023-11-27 20:21:01.891814947,upi
TXN0043430,36,171,Beauty,32.45,2024-03-16 05:02:42.020985365,upi
TXN0043431,49,97,Automotive,221.49,2024-03-30 10:58:19.553836584,wallet
TXN0043432,4,191,Furniture,373.4,2024-10-10 03:09:11.408076763,cash
TXN0043433,7,111,Clothing,224.81,2024-12-03 03:33:25.821120977,cash
TXN0043434,1,176,Sports,351.05,2024-06-18 17:10:13.065927267,wallet
TXN0043435,49,193,Clothing,6.99,2024-02-02 04:26:20.475466251,cash
TXN0043436,20,88,Automotive,234.95,2023-01-24 00:33:17.147274017,cash
TXN0043437,32,170,Furniture,329.25,2023-09-28 19:05:26.285709858,upi
TXN0043438,49,92,Toys,429.05,2024-09-11 07:09:19.006871700,card
TXN0043439,6,173,Health,269.74,2024-06-28 05:16:08.347606421,cash
TXN0043440,35,75,Automotive,127.76,2024-03-12 09:28:27.094443321,card
TXN0043441,25,49,Electronics,25.56,2024-11-19 22:38:43.632107019,card
TXN0043442,4,40,Food,235.27,2024-06-03 19:42:11.097626925,wallet
TXN0043443,1,76,Furniture,358.04,2024-07-28 06:01:58.711702347,card
TXN0043444,23,87,Sports,261.42,2023-01-11 08:46:50.265174866,upi
TXN0043445,46,65,Furniture,301.56,2023-05-24 09:25:38.789427280,cash
