date,city,max_temp,min_temp,precipitation,humidity,wind_speed
2022-09-17,Mumbai,29.4,18.8,0.8,76,20.2
2022-09-17,London,12.1,2.4,1.6,52,29.7
2022-09-17,New York,17.0,7.1,2.7,40,21.1
2022-09-17,Tokyo,13.1,6.3,3.4,46,36.6
2022-09-17,Sydney,20.7,10.9,8.1,52,9.6
2022-09-18,Mumbai,28.9,17.6,2.2,85,10.3
2022-09-18,London,14.9,5.0,1.3,46,19.8
2022-09-18,New York,14.5,7.9,0.4,89,13.4
2022-09-18,Tokyo,11.3,6.9,5.7,43,30.3
2022-09-18,Sydney,20.7,12.1,2.0,43,15.1
2022-09-19,Mumbai,27.6,22.2,3.6,44,23.5
2022-09-19,London,16.6,8.6,0.5,71,23.3
2022-09-19,New York,17.2,7.8,12.6,58,0.0
2022-09-19,Tokyo,12.7,6.6,0.9,54,23.5
2022-09-19,Sydney,21.2,13.9,1.4,71,23.4
2022-09-20,Mumbai,29.3,21.3,3.9,83,14.4
2022-09-20,London,17.0,6.3,1.0,66,9.7
2022-09-20,New York,15.2,9.5,3.5,81,0.0
2022-09-20,Tokyo,11.7,5.8,0.8,58,6.0
2022-09-20,Sydney,21.3,13.1,0.3,68,23.5
2022-09-21,Mumbai,28.4,20.8,12.4,86,24.9
2022-09-21,London,15.5,7.9,0.1,48,24.2
2022-09-21,New York,17.5,8.5,1.1,59,32.9
2022-09-21,Tokyo,12.0,4.1,5.3,76,15.4
2022-09-21,Sydney,19.8,12.8,9.9,79,22.2
2022-09-22,Mumbai,26.1,20.0,1.2,57,21.3
2022-09-22,London,12.6,6.7,1.5,52,32.8
2022-09-22,New York,15.5,8.1,5.6,50,6.2
2022-09-22,Tokyo,14.0,7.3,2.3,48,17.5
2022-09-22,Sydney,20.6,13.6,1.3,79,17.9
2022-09-23,Mumbai,26.6,18.9,2.0,75,26.8
2022-09-23,London,14.0,5.9,5.8,83,14.5
2022-09-23,New York,18.0,4.7,0.7,70,7.9
2022-09-23,Tokyo,12.5,6.7,1.1,46,6.7
2022-09-23,Sydney,17.7,10.8,1.8,85,31.4
2022-09-24,Mumbai,26.3,18.5,9.7,76,21.2
2022-09-24,London,14.5,6.4,2.5,51,6.0
2022-09-24,New York,17.8,6.4,3.5,82,26.7
2022-09-24,Tokyo,12.9,3.7,3.2,40,17.8
2022-09-24,Sydney,21.8,11.7,2.6,51,10.3
2022-09-25,Mumbai,26.7,18.0,1.9,88,9.8
2022-09-25,London,12.0,7.4,0.5,63,20.8
2022-09-25,New York,14.7,5.2,0.3,57,23.1
2022-09-25,Tokyo,15.6,7.0,5.4,89,8.1
2022-09-25,Sydney,19.9,12.1,2.7,74,26.0
2022-09-26,Mumbai,28.6,19.8,8.9,83,43.5
2022-09-26,London,14.0,9.7,0.1,74,23.9
2022-09-26,New York,16.9,6.0,4.1,58,10.8
2022-09-26,Tokyo,12.0,3.9,4.6,45,12.2
2022-09-26,Sydney,20.2,12.2,0.7,76,29.2
2022-09-27,Mumbai,27.1,21.1,2.1,71,32.1
2022-09-27,London,13.2,3.3,8.7,83,24.2
2022-09-27,New York,13.9,8.1,2.1,83,12.7
2022-09-27,Tokyo,11.8,6.4,6.7,66,20.6
2022-09-27,Sydney,20.9,11.8,2.1,70,19.4
2022-09-28,Mumbai,27.5,17.3,0.9,80,22.2
2022-09-28,London,15.3,8.4,0.6,42,27.7
2022-09-28,New York,11.7,8.4,3.0,57,31.7
2022-09-28,Tokyo,13.4,4.2,0.4,65,32.8
2022-09-28,Sydney,20.0,14.9,0.1,89,27.5
2022-09-29,Mumbai,28.7,19.4,1.3,46,30.3
2022-09-29,London,16.0,8.2,0.0,54,21.6
2022-09-29,New York,14.7,8.6,1.1,74,32.3
2022-09-29,Tokyo,11.5,6.9,3.7,69,2.3
2022-09-29,Sydney,22.8,14.3,7.1,64,29.1
2022-09-30,Mumbai,27.4,18.3,1.5,60,0.0
2022-09-30,London,15.3,5.3,2.0,61,22.8
2022-09-30,New York,17.9,7.5,1.4,50,17.8
2022-09-30,Tokyo,11.6,6.0,0.8,65,10.6
2022-09-30,Sydney,20.1,13.4,13.3,44,45.0
2022-10-01,Mumbai,27.6,17.8,5.2,82,13.4
2022-10-01,London,8.8,0.9,1.6,75,34.6
2022-10-01,New York,11.2,3.4,0.2,54,25.8
2022-10-01,Tokyo,10.0,3.1,12.3,86,19.4
2022-10-01,Sydney,22.9,14.7,0.7,65,19.4
2022-10-02,Mumbai,25.2,21.4,11.5,69,6.1
2022-10-02,London,11.6,0.9,1.4,58,27.0
2022-10-02,New York,8.4,4.4,3.5,47,35.6
2022-10-02,Tokyo,10.6,-1.2,0.4,77,24.3
2022-10-02,Sydney,23.2,16.9,0.7,45,22.1
2022-10-03,Mumbai,30.0,21.8,6.0,69,27.6
2022-10-03,London,9.1,3.0,13.8,67,6.1
2022-10-03,New York,10.4,4.6,4.5,78,9.3
2022-10-03,Tokyo,9.4,2.6,6.2,56,1.3
2022-10-03,Sydney,24.7,15.7,3.2,79,16.9
2022-10-04,Mumbai,27.2,20.1,7.9,66,21.4
2022-10-04,London,7.6,-0.3,0.7,69,37.1
2022-10-04,New York,13.3,3.8,1.4,67,35.7
2022-10-04,Tokyo,9.3,1.8,1.3,55,18.6
2022-10-04,Sydney,24.1,16.8,2.0,45,31.9
2022-10-05,Mumbai,28.1,19.1,4.2,70,40.4
2022-10-05,London,9.3,1.5,0.4,79,3.5
2022-10-05,New York,8.4,2.9,0.9,79,16.9
2022-10-05,Tokyo,10.1,2.4,4.1,61,11.3
2022-10-05,Sydney,24.0,16.2,4.1,43,27.1
2022-10-06,Mumbai,29.4,19.7,0.0,57,3.8
2022-10-06,London,10.3,2.8,1.1,47,0.0
2022-10-06,New York,11.9,3.6,0.3,40,17.4
2022-10-06,Tokyo,8.8,2.8,1.1,75,34.0
2022-10-06,Sydney,24.6,16.8,1.5,81,19.3
2022-10-07,Mumbai,29.0,17.6,0.2,56,35.0
2022-10-07,London,7.1,3.3,2.3,56,5.0
2022-10-07,New York,10.6,2.3,5.9,77,14.8
2022-10-07,Tokyo,8.8,3.3,3.1,83,0.0
2022-10-07,Sydney,22.8,18.4,3.5,55,20.1
2022-10-08,Mumbai,28.4,20.7,0.1,79,10.8
2022-10-08,London,10.0,-1.2,8.4,53,17.6
2022-10-08,New York,7.8,1.3,1.3,62,11.9
2022-10-08,Tokyo,7.8,1.6,0.3,78,32.0
2022-10-08,Sydney,27.3,16.4,8.9,79,4.8
2022-10-09,Mumbai,30.2,16.2,3.6,56,25.6
2022-10-09,London,6.5,3.4,3.4,69,16.7
2022-10-09,New York,12.8,3.0,1.4,80,28.6
2022-10-09,Tokyo,8.1,1.0,1.1,84,21.9
2022-10-09,Sydney,25.5,15.3,6.4,52,26.9
2022-10-10,Mumbai,27.8,17.2,7.4,83,20.4
2022-10-10,London,6.6,1.7,3.9,40,15.2
2022-10-10,New York,12.0,0.6,4.6,53,0.9
2022-10-10,Tokyo,10.3,1.7,1.0,63,28.9
2022-10-10,Sydney,24.7,17.6,0.7,79,0.7
2022-10-11,Mumbai,26.2,19.7,11.0,69,26.2
2022-10-11,London,6.0,0.3,0.9,41,9.1
2022-10-11,New York,9.8,0.4,4.1,53,0.0
2022-10-11,Tokyo,7.5,2.2,6.7,58,11.8
2022-10-11,Sydney,25.4,14.2,5.0,49,8.6
2022-10-12,Mumbai,29.7,21.0,3.6,41,33.8
2022-10-12,London,9.4,2.5,1.0,66,24.2
2022-10-12,New York,9.8,3.5,0.0,45,17.0
2022-10-12,Tokyo,10.7,1.4,0.6,68,21.1
2022-10-12,Sydney,22.6,14.3,1.8,56,2.2
2022-10-13,Mumbai,28.3,18.5,0.0,73,18.0
2022-10-13,London,9.9,5.8,0.3,88,19.7
2022-10-13,New York,8.5,4.2,0.9,48,25.3
2022-10-13,Tokyo,8.0,2.4,7.8,51,11.1
2022-10-13,Sydney,24.7,16.4,2.4,80,33.4
2022-10-14,Mumbai,25.5,19.2,1.5,59,19.6
2022-10-14,London,10.9,1.8,1.8,86,19.7
2022-10-14,New York,13.1,5.0,1.6,89,12.0
2022-10-14,Tokyo,7.9,2.9,1.9,49,18.5
2022-10-14,Sydney,25.3,16.0,2.6,48,28.0
2022-10-15,Mumbai,25.4,21.2,0.2,48,27.5
2022-10-15,London,10.0,2.4,0.9,81,19.2
2022-10-15,New York,8.0,3.0,0.2,75,24.6
2022-10-15,Tokyo,8.8,0.9,1.2,88,15.9
2022-10-15,Sydney,25.3,18.5,3.3,71,14.4
2022-10-16,Mumbai,28.0,19.0,2.7,86,35.2
2022-10-16,London,8.2,0.6,0.5,63,20.8
2022-10-16,New York,10.2,2.8,2.3,66,30.3
2022-10-16,Tokyo,9.9,4.6,10.4,46,22.0
2022-10-16,Sydney,26.7,17.8,0.6,54,19.3
2022-10-17,Mumbai,28.3,20.6,13.6,48,9.7
2022-10-17,London,11.0,4.3,0.1,67,26.4
2022-10-17,New York,12.3,0.1,0.6,87,14.2
2022-10-17,Tokyo,12.4,4.8,1.8,48,0.0
2022-10-17,Sydney,24.1,16.4,0.9,64,16.1
2022-10-18,Mumbai,29.4,22.2,4.4,84,17.7
2022-10-18,London,12.6,-1.7,2.8,79,22.1
2022-10-18,New York,8.6,1.1,2.5,84,30.8
2022-10-18,Tokyo,10.7,2.6,0.1,63,22.3
2022-10-18,Sydney,24.6,16.6,3.3,72,21.6
2022-10-19,Mumbai,29.8,18.1,4.9,50,19.4
2022-10-19,London,9.7,1.1,2.9,62,0.0
2022-10-19,New York,11.1,2.3,2.8,52,14.9
2022-10-19,Tokyo,11.2,3.0,0.0,52,56.5
2022-10-19,Sydney,28.0,13.1,5.5,55,33.5
2022-10-20,Mumbai,29.3,21.1,1.0,71,27.5
2022-10-20,London,7.7,2.9,10.8,72,19.1
2022-10-20,New York,10.6,3.7,1.5,70,4.0
2022-10-20,Tokyo,10.6,0.1,8.0,86,19.6
2022-10-20,Sydney,23.2,16.0,0.6,73,34.0
2022-10-21,Mumbai,29.9,22.9,5.4,75,7.1
2022-10-21,London,9.1,1.6,0.0,63,10.7
2022-10-21,New York,11.1,2.6,2.2,65,43.3
2022-10-21,Tokyo,12.5,0.5,11.8,80,5.1
2022-10-21,Sydney,29.7,16.4,2.5,77,19.4
2022-10-22,Mumbai,30.9,20.1,3.3,57,26.3
2022-10-22,London,11.6,1.7,3.5,47,25.9
2022-10-22,New York,8.2,3.1,1.1,61,30.3
2022-10-22,Tokyo,9.4,0.8,1.7,89,22.7
2022-10-22,Sydney,22.8,17.9,3.9,65,23.5
2022-10-23,Mumbai,28.3,17.8,0.2,81,12.3
2022-10-23,London,10.1,1.6,1.4,83,25.8
2022-10-23,New York,6.4,4.8,1.7,41,29.2
2022-10-23,Tokyo,10.0,7.5,0.8,70,22.6
2022-10-23,Sydney,23.8,16.1,3.3,79,30.4
2022-10-24,Mumbai,28.4,19.2,1.4,47,27.2
2022-10-24,London,10.0,4.0,9.5,67,19.0
2022-10-24,New York,10.3,3.2,3.9,58,3.4
2022-10-24,Tokyo,10.7,-2.0,4.5,58,26.7
2022-10-24,Sydney,22.6,16.0,0.3,42,5.8
2022-10-25,Mumbai,28.7,20.2,0.4,47,11.3
2022-10-25,London,12.2,2.1,4.4,58,3.5
2022-10-25,New York,10.0,3.2,4.0,56,13.6
2022-10-25,Tokyo,8.9,0.2,0.0,73,17.6
2022-10-25,Sydney,23.7,16.3,2.2,83,25.0
2022-10-26,Mumbai,29.8,19.0,0.5,50,0.0
2022-10-26,London,13.1,3.4,0.1,59,25.4
2022-10-26,New York,9.9,1.9,6.5,41,12.2
2022-10-26,Tokyo,11.0,3.4,0.4,47,15.5
2022-10-26,Sydney,23.5,15.9,0.6,80,28.5
2022-10-27,Mumbai,29.0,20.3,1.6,88,11.3
2022-10-27,London,12.4,0.9,0.1,45,24.7
2022-10-27,New York,10.9,-2.1,11.5,50,22.2
2022-10-27,Tokyo,9.3,1.2,3.7,50,10.1
2022-10-27,Sydney,23.1,16.2,4.9,49,25.5
2022-10-28,Mumbai,26.8,19.7,1.6,50,23.0
2022-10-28,London,8.5,1.3,2.7,60,15.2
2022-10-28,New York,7.4,1.5,1.7,68,14.2
2022-10-28,Tokyo,11.3,3.6,4.3,77,13.2
2022-10-28,Sydney,22.1,17.2,3.7,49,27.4
2022-10-29,Mumbai,27.0,20.4,2.8,65,24.9
2022-10-29,London,10.4,3.9,1.9,83,16.3
2022-10-29,New York,11.2,1.4,5.4,62,28.0
2022-10-29,Tokyo,8.3,1.5,10.0,83,20.4
2022-10-29,Sydney,21.7,16.3,2.0,62,42.4
2022-10-30,Mumbai,30.6,17.2,3.0,71,0.0
2022-10-30,London,12.2,3.7,2.2,71,14.2
2022-10-30,New York,8.8,-0.4,1.4,50,14.4
2022-10-30,Tokyo,7.7,0.8,6.0,86,21.1
2022-10-30,Sydney,27.7,16.0,6.7,73,37.1
2022-10-31,Mumbai,27.4,18.0,2.7,63,24.9
2022-10-31,London,9.2,-1.2,0.9,74,26.8
2022-10-31,New York,9.5,-1.0,2.7,82,35.4
2022-10-31,Tokyo,10.0,0.4,2.0,57,25.4
2022-10-31,Sydney,24.8,16.8,1.9,67,25.5
2022-11-01,Mumbai,33.5,21.8,1.8,58,24.1
2022-11-01,London,6.7,2.8,4.5,57,31.1
2022-11-01,New York,5.2,-1.7,0.5,63,9.7
2022-11-01,Tokyo,6.3,-1.6,0.5,40,24.8
2022-11-01,Sydney,29.3,20.6,2.4,89,26.0
2022-11-02,Mumbai,31.1,22.4,0.2,44,12.7
2022-11-02,London,6.3,-1.9,2.9,86,14.1
2022-11-02,New York,8.2,-1.7,0.1,57,19.9
2022-11-02,Tokyo,5.2,1.5,2.6,59,28.9
2022-11-02,Sydney,27.3,18.2,8.6,76,2.1
2022-11-03,Mumbai,29.5,22.0,8.0,51,25.6
2022-11-03,London,6.4,-1.1,8.5,80,19.0
2022-11-03,New York,5.5,-2.2,2.2,49,21.6
2022-11-03,Tokyo,8.1,0.6,2.6,56,4.3
2022-11-03,Sydney,29.0,18.6,0.6,68,21.4
2022-11-04,Mumbai,30.9,20.4,0.7,41,24.4
2022-11-04,London,7.1,1.7,2.1,52,15.7
2022-11-04,New York,5.0,-2.3,0.0,76,26.7
2022-11-04,Tokyo,9.3,-0.0,1.0,56,28.6
2022-11-04,Sydney,27.8,19.3,0.9,43,32.1
2022-11-05,Mumbai,30.9,22.6,2.7,75,25.4
2022-11-05,London,4.0,-0.7,5.3,81,4.2
2022-11-05,New York,4.3,-1.8,5.0,67,16.2
2022-11-05,Tokyo,6.8,0.6,1.3,56,18.4
2022-11-05,Sydney,27.0,17.7,10.4,86,11.0
2022-11-06,Mumbai,27.6,22.7,2.7,68,11.2
2022-11-06,London,5.9,-0.5,4.8,70,12.3
2022-11-06,New York,7.1,-4.0,2.4,61,35.7
2022-11-06,Tokyo,7.9,2.0,1.8,73,13.8
2022-11-06,Sydney,30.4,16.3,3.6,54,39.9
2022-11-07,Mumbai,29.1,21.8,0.3,70,38.3
2022-11-07,London,4.5,1.0,0.4,53,17.2
2022-11-07,New York,7.5,-2.4,0.4,79,24.7
2022-11-07,Tokyo,5.1,0.3,0.3,76,13.1
2022-11-07,Sydney,23.5,18.9,0.6,41,23.3
2022-11-08,Mumbai,30.4,20.4,0.9,44,24.3
2022-11-08,London,7.3,1.5,7.4,68,10.5
2022-11-08,New York,6.5,-3.6,2.7,82,7.9
2022-11-08,Tokyo,7.0,-0.9,0.3,86,16.5
2022-11-08,Sydney,26.2,18.2,1.0,81,8.3
2022-11-09,Mumbai,29.2,21.5,2.7,64,12.8
2022-11-09,London,8.4,-3.3,0.8,48,21.1
2022-11-09,New York,1.8,-1.9,3.5,78,28.6
2022-11-09,Tokyo,5.7,-2.3,1.2,57,36.6
2022-11-09,Sydney,26.2,20.3,2.8,71,31.6
2022-11-10,Mumbai,29.9,21.7,7.2,64,17.8
2022-11-10,London,5.8,2.7,2.0,53,19.3
2022-11-10,New York,5.8,-3.7,2.0,74,34.5
2022-11-10,Tokyo,5.8,-1.5,1.0,44,21.4
2022-11-10,Sydney,24.8,18.2,10.1,59,19.8
2022-11-11,Mumbai,29.9,23.4,3.9,50,4.3
2022-11-11,London,8.9,-1.5,2.8,62,20.8
2022-11-11,New York,5.2,-3.9,6.9,44,32.1
2022-11-11,Tokyo,9.2,-0.7,0.6,80,15.3
2022-11-11,Sydney,25.6,19.6,0.8,89,3.5
2022-11-12,Mumbai,31.9,22.6,0.3,63,24.4
2022-11-12,London,7.9,-3.2,13.1,77,26.6
2022-11-12,New York,6.2,-2.4,2.4,80,2.4
2022-11-12,Tokyo,9.4,1.9,6.5,64,25.8
2022-11-12,Sydney,26.3,19.9,0.9,84,28.3
2022-11-13,Mumbai,30.2,21.8,1.3,85,22.7
2022-11-13,London,5.5,-0.1,10.8,88,32.4
2022-11-13,New York,8.0,-3.7,2.0,63,30.5
2022-11-13,Tokyo,12.0,0.6,0.4,85,30.3
2022-11-13,Sydney,26.8,20.5,12.2,49,27.0
2022-11-14,Mumbai,29.8,20.8,4.3,72,27.6
2022-11-14,London,5.9,-0.3,2.8,73,26.5
2022-11-14,New York,6.0,-1.4,0.2,84,20.0
2022-11-14,Tokyo,9.0,-1.8,0.2,77,34.5
2022-11-14,Sydney,26.1,20.1,2.3,41,26.8
2022-11-15,Mumbai,32.4,22.7,1.0,65,5.0
2022-11-15,London,6.1,-1.7,3.6,64,33.7
2022-11-15,New York,3.7,-3.1,10.4,83,43.6
2022-11-15,Tokyo,7.6,-1.6,2.9,75,0.0
2022-11-15,Sydney,28.2,19.0,3.2,82,15.5
2022-11-16,Mumbai,31.9,22.6,1.9,66,31.6
2022-11-16,London,2.3,-2.1,1.7,57,22.4
2022-11-16,New York,7.4,0.1,0.8,54,11.6
2022-11-16,Tokyo,9.4,1.6,4.7,60,29.8
2022-11-16,Sydney,25.6,21.3,0.6,85,24.9
2022-11-17,Mumbai,31.3,20.2,3.3,71,5.8
2022-11-17,London,6.8,2.0,0.4,48,20.6
2022-11-17,New York,3.3,-2.2,1.0,78,18.3
2022-11-17,Tokyo,9.3,-5.8,4.1,70,18.2
2022-11-17,Sydney,27.4,18.9,0.3,74,26.2
2022-11-18,Mumbai,30.6,20.0,9.1,61,9.4
2022-11-18,London,8.5,-2.6,7.5,63,33.4
2022-11-18,New York,6.5,-4.4,0.3,77,9.7
2022-11-18,Tokyo,8.8,1.2,2.6,80,11.3
2022-11-18,Sydney,26.1,19.4,7.3,70,26.0
2022-11-19,Mumbai,30.2,22.4,2.6,55,29.2
2022-11-19,London,4.9,-0.6,0.6,44,13.3
2022-11-19,New York,6.4,-2.4,2.0,46,16.5
2022-11-19,Tokyo,6.0,0.6,0.0,62,3.2
2022-11-19,Sydney,27.2,19.0,0.9,44,39.5
2022-11-20,Mumbai,28.9,19.8,2.6,73,19.0
2022-11-20,London,4.0,-1.7,5.1,53,25.6
2022-11-20,New York,5.4,-1.6,7.8,43,27.4
2022-11-20,Tokyo,9.3,0.3,4.4,67,23.8
2022-11-20,Sydney,28.5,18.1,1.6,61,29.7
2022-11-21,Mumbai,30.3,21.7,3.5,43,18.0
2022-11-21,London,4.6,-0.0,0.1,50,3.9
2022-11-21,New York,4.4,-1.1,1.2,47,32.8
2022-11-21,Tokyo,6.6,1.3,0.1,71,17.8
2022-11-21,Sydney,27.8,19.5,0.6,79,14.3
2022-11-22,Mumbai,29.6,19.8,2.0,53,21.5
2022-11-22,London,2.7,-2.5,1.6,59,19.7
2022-11-22,New York,3.0,-4.1,1.6,51,30.4
2022-11-22,Tokyo,6.4,-0.2,4.9,41,35.9
2022-11-22,Sydney,26.0,21.0,3.2,44,17.4
2022-11-23,Mumbai,31.3,22.5,3.2,57,12.1
2022-11-23,London,8.3,0.0,0.2,60,30.5
2022-11-23,New York,5.1,-4.4,3.5,66,13.3
2022-11-23,Tokyo,6.7,-2.8,2.4,88,9.9
2022-11-23,Sydney,30.1,18.9,2.4,85,19.5
2022-11-24,Mumbai,30.3,20.2,4.2,79,21.3
2022-11-24,London,7.7,-0.2,0.6,74,23.1
2022-11-24,New York,6.5,-2.5,6.4,41,33.7
2022-11-24,Tokyo,6.5,-0.1,1.9,62,18.8
2022-11-24,Sydney,27.5,16.9,2.0,42,20.6
2022-11-25,Mumbai,29.2,20.3,1.0,75,20.7
2022-11-25,London,5.9,0.3,0.1,78,15.2
2022-11-25,New York,7.5,-1.9,6.2,61,13.2
2022-11-25,Tokyo,9.5,1.2,4.3,65,17.2
2022-11-25,Sydney,26.0,17.9,7.2,49,39.4
2022-11-26,Mumbai,32.4,24.2,3.1,57,12.7
2022-11-26,London,7.2,0.1,1.8,43,24.4
2022-11-26,New York,6.9,-3.3,1.3,63,32.8
2022-11-26,Tokyo,7.1,-0.6,3.8,76,18.1
2022-11-26,Sydney,27.4,21.3,4.9,57,18.7
2022-11-27,Mumbai,28.4,20.1,3.2,75,0.0
2022-11-27,London,6.7,0.5,1.1,51,9.3
2022-11-27,New York,5.6,-3.1,1.5,62,12.8
2022-11-27,Tokyo,9.1,2.0,4.9,60,16.2
2022-11-27,Sydney,26.6,16.6,0.4,55,24.1
2022-11-28,Mumbai,30.5,20.1,12.0,41,28.5
2022-11-28,London,3.4,1.6,1.1,87,8.0
2022-11-28,New York,5.7,-3.6,0.2,76,22.3
2022-11-28,Tokyo,10.4,-1.1,2.4,51,32.3
2022-11-28,Sydney,27.7,18.0,1.9,52,21.0
2022-11-29,Mumbai,30.4,21.1,3.8,83,13.6
2022-11-29,London,4.8,-2.0,2.7,80,27.7
2022-11-29,New York,5.7,-3.7,0.0,73,2.7
2022-11-29,Tokyo,6.5,3.2,0.0,87,33.3
2022-11-29,Sydney,28.6,17.7,1.6,45,19.7
2022-11-30,Mumbai,29.4,21.1,2.4,50,9.9
2022-11-30,London,3.5,-3.4,8.3,56,10.5
2022-11-30,New York,9.2,-1.2,9.3,88,27.7
2022-11-30,Tokyo,6.7,-0.0,2.1,63,21.4
2022-11-30,Sydney,25.4,18.9,0.3,63,22.0
2022-12-01,Mumbai,33.9,21.7,2.1,66,45.5
2022-12-01,London,4.3,-0.8,0.8,47,15.1
2022-12-01,New York,2.6,-3.6,8.9,51,25.7
2022-12-01,Tokyo,12.1,0.2,3.9,74,15.9
2022-12-01,Sydney,27.1,19.0,3.1,62,20.5
2022-12-02,Mumbai,34.8,24.1,2.5,75,34.0
2022-12-02,London,5.1,-1.3,3.3,61,10.2
2022-12-02,New York,4.4,-5.4,0.1,86,9.9
2022-12-02,Tokyo,8.2,2.4,4.0,65,20.4
2022-12-02,Sydney,26.2,20.8,6.2,44,22.8
2022-12-03,Mumbai,31.0,21.7,1.4,85,39.5
2022-12-03,London,5.2,-0.7,2.6,45,13.0
2022-12-03,New York,4.4,-2.0,7.1,83,31.8
2022-12-03,Tokyo,9.1,1.8,1.6,40,5.7
2022-12-03,Sydney,30.5,20.7,2.0,81,8.6
2022-12-04,Mumbai,33.7,20.5,1.2,86,14.1
2022-12-04,London,4.2,-2.1,0.0,69,16.2
2022-12-04,New York,2.2,-3.8,3.0,47,30.2
2022-12-04,Tokyo,9.5,3.4,0.0,67,16.4
2022-12-04,Sydney,30.0,19.9,1.9,50,15.8
2022-12-05,Mumbai,32.8,22.6,3.0,47,30.9
2022-12-05,London,7.0,-0.0,0.3,84,8.0
2022-12-05,New York,4.7,-7.0,4.3,89,11.3
2022-12-05,Tokyo,9.2,1.0,7.5,75,30.2
2022-12-05,Sydney,28.6,21.6,10.0,71,25.9
2022-12-06,Mumbai,34.4,22.5,5.2,77,12.8
2022-12-06,London,2.8,-1.9,0.9,60,0.0
2022-12-06,New York,4.5,-4.5,3.5,46,15.7
2022-12-06,Tokyo,11.5,3.9,3.1,75,24.7
2022-12-06,Sydney,27.0,19.6,2.9,58,28.2
2022-12-07,Mumbai,34.2,23.6,4.3,64,16.5
2022-12-07,London,6.7,1.2,2.6,69,23.1
2022-12-07,New York,6.0,-6.4,0.3,84,31.3
2022-12-07,Tokyo,7.9,1.5,0.0,50,38.2
2022-12-07,Sydney,28.4,20.3,1.2,45,22.0
2022-12-08,Mumbai,34.1,25.8,0.9,87,22.8
2022-12-08,London,5.6,-3.5,0.1,80,30.2
2022-12-08,New York,4.5,-3.2,1.2,77,11.0
2022-12-08,Tokyo,9.9,1.5,4.6,41,24.4
2022-12-08,Sydney,29.5,19.2,0.2,56,1.7
2022-12-09,Mumbai,33.3,24.5,4.2,63,15.0
2022-12-09,London,0.9,-2.8,3.7,66,3.1
2022-12-09,New York,4.9,-2.0,1.5,89,1.4
2022-12-09,Tokyo,10.2,4.3,5.0,71,30.6
2022-12-09,Sydney,26.6,20.3,1.3,43,0.0
2022-12-10,Mumbai,34.6,27.0,0.4,47,40.3
2022-12-10,London,4.5,-3.2,0.9,85,23.6
2022-12-10,New York,6.4,-3.5,5.1,47,14.5
2022-12-10,Tokyo,8.4,2.3,2.1,53,31.8
2022-12-10,Sydney,32.0,20.3,5.6,46,31.5
2022-12-11,Mumbai,31.2,23.5,4.8,52,31.2
2022-12-11,London,3.0,-6.9,1.7,87,49.1
2022-12-11,New York,0.5,-1.5,0.2,58,12.0
2022-12-11,Tokyo,9.4,1.2,8.7,61,16.8
2022-12-11,Sydney,29.3,20.8,1.6,78,26.9
2022-12-12,Mumbai,34.0,26.1,2.8,67,26.2
2022-12-12,London,3.9,-2.0,0.3,45,34.9
2022-12-12,New York,0.8,-3.9,0.4,49,18.1
2022-12-12,Tokyo,8.8,1.4,1.2,78,22.2
2022-12-12,Sydney,27.3,19.7,0.7,79,17.8
2022-12-13,Mumbai,35.5,23.5,3.2,78,23.3
2022-12-13,London,5.2,0.3,1.9,44,14.2
2022-12-13,New York,3.9,-5.8,0.4,81,11.0
2022-12-13,Tokyo,5.4,1.4,0.5,59,22.8
2022-12-13,Sydney,30.3,19.2,2.3,68,29.5
2022-12-14,Mumbai,34.0,20.1,2.5,70,35.9
2022-12-14,London,5.2,-1.5,1.7,80,22.8
2022-12-14,New York,2.8,-5.3,1.2,41,21.8
2022-12-14,Tokyo,9.9,2.5,3.3,59,32.8
2022-12-14,Sydney,25.6,18.9,2.8,73,16.0
2022-12-15,Mumbai,31.8,25.4,7.4,81,6.1
2022-12-15,London,3.7,-2.2,1.8,78,38.4
2022-12-15,New York,5.0,-3.4,6.3,82,21.9
2022-12-15,Tokyo,9.2,1.5,1.7,89,23.3
2022-12-15,Sydney,26.8,23.6,8.4,84,17.3
2022-12-16,Mumbai,33.0,22.1,1.6,54,23.8
2022-12-16,London,4.6,-3.3,0.2,60,30.8
2022-12-16,New York,3.4,-4.1,1.3,56,9.0
2022-12-16,Tokyo,9.3,3.4,8.7,81,26.6
2022-12-16,Sydney,27.3,19.8,1.6,83,23.4
2022-12-17,Mumbai,31.0,26.1,8.6,77,22.7
2022-12-17,London,2.9,0.3,0.9,64,38.9
2022-12-17,New York,2.6,-4.1,2.0,66,28.7
2022-12-17,Tokyo,9.3,0.2,10.1,60,24.0
2022-12-17,Sydney,26.8,19.4,0.5,75,17.7
2022-12-18,Mumbai,32.7,21.9,2.9,75,29.9
2022-12-18,London,5.7,-0.9,4.1,46,10.9
2022-12-18,New York,1.6,-1.2,2.5,57,38.3
2022-12-18,Tokyo,8.3,1.8,0.2,62,4.6
2022-12-18,Sydney,27.6,19.2,3.4,55,21.1
2022-12-19,Mumbai,32.5,24.4,2.1,64,18.1
2022-12-19,London,3.4,-0.7,3.0,44,30.4
2022-12-19,New York,6.0,-3.0,3.2,81,20.1
2022-12-19,Tokyo,8.5,-0.4,0.2,68,19.3
2022-12-19,Sydney,28.6,19.1,7.2,82,18.2
2022-12-20,Mumbai,33.4,24.2,4.6,85,11.7
