order_id,customer_id,category,order_date,quantity,price,discount,country
ORD003023,390,Clothing,2024-08-11,9,495.64,0.15,SE
ORD003024,137,Sports,2024-04-19,7,411.58,0.28,FR
ORD003025,464,Automotive,2023-01-31,8,45.28,0.27,NL
ORD003026,489,Beauty,2023-02-25,9,361.8,0.33,ES
ORD003027,393,Sports,2023-12-18,5,65.04,0.11,IN
ORD003028,239,Toys,2024-01-24,1,388.62,0.16,NL
ORD003029,398,Electronics,2024-12-02,3,139.28,0.09,ES
ORD003030,82,Toys,2023-04-13,10,178.28,0.21,UK
ORD003031,439,Clothing,2024-08-12,9,417.08,0.02,DE
ORD003032,168,Books,2024-10-15,10,70.94,0.36,AU
ORD003033,223,Home & Garden,2023-10-03,3,472.19,0.14,SE
ORD003034,450,Beauty,2023-04-29,2,68.65,0.13,IN
ORD003035,70,Home & Garden,2023-06-29,10,18.48,0.16,JP
ORD003036,51,Clothing,2024-04-28,10,18.64,0.13,BR
ORD003037,310,Toys,2023-02-20,5,406.04,0.26,ES
ORD003038,492,Sports,2024-10-08,10,243.0,0.37,IT
ORD003039,455,Beauty,2024-07-06,7,256.95,0.2,JP
ORD003040,494,Sports,2024-08-02,9,418.25,0.32,IN
ORD003041,223,Sports,2024-06-24,3,259.45,0.13,MX
ORD003042,308,Electronics,2023-04-04,6,478.71,0.17,AU
ORD003043,409,Books,2024-06-17,2,7.96,0.36,AU
ORD003044,92,Electronics,2024-03-13,8,86.28,0.02,BR
ORD003045,438,Clothing,2023-02-07,3,395.31,0.2,DE
ORD003046,422,Beauty,2023-07-27,9,458.2,0.33,IN
ORD003047,40,Electronics,2023-11-05,6,354.81,0.24,JP
ORD003048,241,Books,2024-02-01,7,153.27,0.04,SG
ORD003049,214,Electronics,2023-05-12,7,421.23,0.02,SG
ORD003050,400,Home & Garden,2024-01-20,10,114.68,0.35,UK
ORD003051,227,Home & Garden,2024-11-30,5,222.68,0.16,US
ORD003052,466,Toys,2023-09-16,4,393.46,0.19,NL
ORD003053,217,Electronics,2023-04-21,8,205.69,0.07,AU
ORD003054,242,Clothing,2023-12-09,5,413.45,0.19,FR
ORD003055,132,Books,2023-11-25,2,304.06,0.17,UK
ORD003056,423,Electronics,2024-10-31,7,431.63,0.31,US
ORD003057,245,Electronics,2023-12-04,10,122.03,0.04,IT
ORD003058,247,Sports,2023-06-27,7,319.94,0.26,AU
ORD003059,362,Beauty,2023-06-13,6,333.19,0.39,CA
ORD003060,383,Electronics,2023-01-26,3,210.77,0.12,BR
ORD003061,340,Clothing,2024-06-25,4,219.79,0.29,SG
ORD003062,82,Automotive,2023-07-15,7,459.14,0.04,UK
ORD003063,465,Toys,2024-07-29,6,115.44,0.19,DE
ORD003064,413,Books,2024-02-06,10,53.25,0.14,DE
ORD003065,368,Automotive,2024-06-03,5,260.88,0.29,IN
ORD003066,277,Sports,2023-05-29,7,440.84,0.38,ES
ORD003067,378,Automotive,2023-04-24,9,488.42,0.31,SG
ORD003068,354,Home & Garden,2023-11-02,7,449.55,0.08,IT
ORD003069,145,Beauty,2023-09-18,3,387.01,0.33,DE
ORD003070,235,Books,2024-01-05,9,59.72,0.01,IT
ORD003071,16,Toys,2024-06-30,7,312.8,0.27,UK
ORD003072,2,Clothing,2024-10-25,5,327.55,0.02,MX
ORD003073,257,Clothing,2024-03-09,8,250.48,0.34,MX
ORD003074,377,Electronics,2023-06-14,9,422.02,0.36,FR
ORD003075,390,Home & Garden,2023-08-04,10,491.35,0.26,UK
ORD003076,412,Clothing,2024-10-23,8,486.35,0.1,FR
ORD003077,200,Home & Garden,2023-06-03,1,16.06,0.08,IN
ORD003078,271,Home & Garden,2023-03-11,6,23.72,0.09,IN
ORD003079,408,Sports,2024-11-03,7,32.34,0.12,CA
ORD003080,17,Electronics,2023-01-20,1,160.35,0.2,SE
ORD003081,311,Home & Garden,2024-06-30,4,374.29,0.02,JP
ORD003082,196,Automotive,2023-04-17,1,289.91,0.31,AU
ORD003083,167,Electronics,2024-05-01,4,246.11,0.2,UK
ORD003084,286,Automotive,2023-05-17,5,368.96,0.22,BR
ORD003085,172,Electronics,2024-10-16,5,132.8,0.26,SE
ORD003086,296,Automotive,2023-02-06,8,495.72,0.06,IT
ORD003087,342,Home & Garden,2023-08-11,4,128.24,0.24,UK
ORD003088,256,Toys,2024-07-25,4,189.85,0.16,US
ORD003089,289,Beauty,2024-02-19,6,426.97,0.19,SE
ORD003090,198,Beauty,2023-11-04,2,395.35,0.24,DE
ORD003091,34,Toys,2023-11-14,3,81.39,0.1,ES
ORD003092,170,Electronics,2024-01-02,7,36.56,0.03,US
ORD003093,277,Books,2024-12-27,9,329.11,0.17,NL
ORD003094,182,Beauty,2024-05-06,7,349.58,0.06,US
ORD003095,22,Automotive,2023-12-22,9,446.93,0.03,IT
ORD003096,256,Books,2023-08-23,2,20.8,0.29,NL
ORD003097,274,Toys,2024-01-03,1,435.14,0.25,SG
ORD003098,439,Home & Garden,2024-11-04,9,172.69,0.06,FR
ORD003099,464,Beauty,2023-06-09,1,184.77,0.2,NL
ORD003100,291,Beauty,2023-09-10,9,324.46,0.37,UK
ORD003101,46,Beauty,2023-02-17,5,430.81,0.36,IN
ORD003102,395,Beauty,2024-04-04,1,210.14,0.18,JP
ORD003103,242,Sports,2024-07-13,7,9.3,0.37,NL
ORD003104,299,Automotive,2024-04-06,10,326.12,0.34,FR
ORD003105,388,Automotive,2024-08-15,7,279.45,0.05,SG
ORD003106,319,Home & Garden,2024-07-16,9,485.89,0.11,AU
ORD003107,215,Home & Garden,2024-12-10,3,266.83,0.11,NL
ORD003108,423,Home & Garden,2023-11-27,10,317.39,0.02,NL
ORD003109,180,Beauty,2023-03-03,6,437.59,0.22,MX
ORD003110,325,Automotive,2024-01-26,8,139.4,0.24,IN
ORD003111,289,Clothing,2024-07-16,1,13.02,0.02,SE
ORD003112,410,Home & Garden,2023-10-25,4,376.1,0.24,SG
ORD003113,428,Automotive,2023-11-24,2,343.36,0.09,BR
ORD003114,117,Clothing,2024-06-22,10,441.11,0.11,FR
ORD003115,434,Toys,2023-01-13,3,121.12,0.01,FR
ORD003116,295,Beauty,2024-04-24,6,218.34,0.0,JP
ORD003117,136,Books,2024-05-31,8,29.98,0.26,DE
ORD003118,308,Clothing,2024-12-09,3,358.1,0.09,AU
ORD003119,484,Sports,2024-06-16,8,100.25,0.38,IT
ORD003120,309,Beauty,2023-04-06,7,279.67,0.36,SE
ORD003121,82,Electronics,2023-12-30,2,255.29,0.02,AU
ORD003122,248,Automotive,2023-10-24,3,207.87,0.33,ES
ORD003123,107,Sports,2023-10-20,2,30.03,0.27,UK
ORD003124,131,Electronics,2024-07-27,3,305.38,0.16,FR
ORD003125,351,Beauty,2024-02-29,2,258.68,0.09,UK
ORD003126,58,Sports,2024-06-17,7,125.65,0.23,AU
ORD003127,434,Books,2024-06-28,6,333.06,0.36,UK
ORD003128,453,Books,2024-05-17,5,486.07,0.05,NL
ORD003129,93,Toys,2024-07-07,1,465.77,0.37,ES
ORD003130,157,Home & Garden,2023-06-09,8,444.91,0.27,NL
ORD003131,163,Toys,2023-03-14,8,377.31,0.03,US
ORD003132,26,Beauty,2023-04-28,8,401.54,0.2,UK
ORD003133,39,Automotive,2024-08-13,7,358.22,0.02,ES
ORD003134,372,Automotive,2024-11-28,6,208.32,0.28,NL
ORD003135,231,Automotive,2024-11-14,8,98.99,0.03,US
ORD003136,115,Toys,2023-01-10,4,379.99,0.16,MX
ORD003137,259,Clothing,2024-12-27,3,310.46,0.04,UK
ORD003138,123,Electronics,2024-10-09,6,404.94,0.38,UK
ORD003139,296,Books,2023-05-26,6,477.07,0.11,SE
ORD003140,89,Home & Garden,2024-02-11,2,200.39,0.2,BR
ORD003141,94,Clothing,2024-12-19,4,452.5,0.09,NL
ORD003142,419,Beauty,2023-12-10,2,40.06,0.22,SG
ORD003143,139,Home & Garden,2024-11-27,5,132.22,0.04,BR
ORD003144,145,Automotive,2024-02-01,8,236.84,0.28,US
ORD003145,378,Electronics,2023-09-09,1,470.03,0.07,FR
ORD003146,203,Electronics,2023-04-28,7,486.48,0.38,NL
ORD003147,55,Home & Garden,2023-03-17,2,258.39,0.23,US
ORD003148,385,Books,2024-05-30,6,293.95,0.36,MX
ORD003149,3,Automotive,2023-08-28,1,228.03,0.03,AU
ORD003150,223,Sports,2023-10-25,2,447.04,0.12,ES
ORD003151,195,Toys,2024-11-15,7,427.67,0.22,ES
ORD003152,332,Toys,2023-05-26,10,131.08,0.24,AU
ORD003153,290,Sports,2023-09-30,9,39.22,0.32,BR
ORD003154,291,Toys,2024-10-25,10,42.16,0.01,IN
ORD003155,446,Clothing,2024-11-17,10,450.92,0.28,NL
ORD003156,298,Home & Garden,2024-08-09,6,365.5,0.22,NL
ORD003157,20,Clothing,2023-10-07,7,90.95,0.38,IT
ORD003158,30,Automotive,2023-04-02,5,353.06,0.32,UK
ORD003159,168,Electronics,2024-07-30,9,208.2,0.12,SE
ORD003160,7,Beauty,2024-09-04,2,294.59,0.01,IT
ORD003161,429,Electronics,2024-06-05,4,301.65,0.22,ES
ORD003162,384,Home & Garden,2023-09-04,10,342.82,0.21,DE
ORD003163,357,Beauty,2024-04-21,9,145.76,0.35,DE
ORD003164,343,Home & Garden,2024-05-27,1,462.97,0.04,ES
ORD003165,317,Automotive,2024-10-09,3,439.73,0.23,FR
ORD003166,174,Beauty,2023-04-12,9,12.03,0.4,NL
ORD003167,5,Beauty,2023-07-12,6,345.11,0.01,CA
ORD003168,62,Toys,2023-10-22,8,272.85,0.02,SG
ORD003169,233,Automotive,2024-08-15,4,256.59,0.0,FR
ORD003170,127,Books,2024-10-14,8,61.59,0.02,IN
ORD003171,490,Electronics,2023-07-23,7,271.86,0.09,DE
ORD003172,411,Sports,2024-01-04,6,370.07,0.26,AU
ORD003173,336,Books,2024-03-19,6,13.19,0.2,ES
ORD003174,205,Electronics,2023-05-01,1,215.37,0.03,SE
ORD003175,408,Clothing,2024-08-01,8,312.79,0.14,CA
ORD003176,204,Electronics,2023-12-10,7,79.38,0.16,MX
ORD003177,257,Electronics,2024-10-15,3,494.27,0.25,JP
ORD003178,357,Beauty,2024-02-05,2,345.91,0.1,DE
ORD003179,181,Clothing,2024-08-31,9,344.04,0.0,SG
ORD003180,255,Sports,2023-02-05,5,229.09,0.03,DE
ORD003181,161,Toys,2023-11-17,4,47.84,0.02,CA
ORD003182,84,Books,2023-11-02,9,451.82,0.33,DE
ORD003183,399,Home & Garden,2023-05-22,1,33.84,0.01,MX
ORD003184,490,Home & Garden,2024-02-14,9,390.47,0.11,SG
ORD003185,231,Automotive,2024-07-01,4,89.38,0.14,JP
ORD003186,22,Automotive,2023-12-27,8,360.96,0.32,CA
ORD003187,162,Clothing,2024-08-30,1,247.51,0.31,SE
ORD003188,444,Toys,2023-08-02,8,230.16,0.29,SE
ORD003189,328,Toys,2023-08-06,7,499.46,0.26,SG
ORD003190,132,Automotive,2023-05-02,9,498.71,0.24,BR
ORD003191,500,Sports,2024-07-26,2,32.94,0.38,SG
ORD003192,65,Home & Garden,2023-04-19,2,448.86,0.0,UK
ORD003193,216,Toys,2023-04-20,8,8.78,0.2,FR
ORD003194,250,Toys,2023-01-06,7,302.83,0.26,SE
ORD003195,83,Home & Garden,2023-10-11,10,411.22,0.25,SE
ORD003196,94,Toys,2023-11-15,8,164.88,0.39,SG
ORD003197,322,Electronics,2023-11-26,6,352.72,0.3,NL
ORD003198,25,Automotive,2024-07-13,9,304.95,0.24,CA
ORD003199,201,Home & Garden,2023-10-30,7,232.88,0.11,JP
ORD003200,352,Books,2023-01-04,2,426.42,0.36,US
ORD003201,295,Clothing,2024-03-20,5,343.58,0.13,BR
ORD003202,193,Clothing,2023-05-05,3,398.92,0.29,MX
ORD003203,499,Books,2023-01-19,1,43.62,0.13,US
ORD003204,245,Electronics,2024-07-21,2,108.4,0.24,ES
ORD003205,230,Clothing,2023-06-29,5,302.35,0.17,SE
ORD003206,323,Toys,2024-07-05,6,413.35,0.19,IN
ORD003207,152,Toys,2024-04-13,5,386.94,0.16,FR
ORD003208,193,Home & Garden,2024-10-06,10,237.28,0.32,AU
ORD003209,491,Automotive,2023-09-19,4,411.4,0.24,JP
ORD003210,111,Beauty,2024-04-19,5,443.89,0.2,US
ORD003211,334,Clothing,2024-02-19,7,298.84,0.2,IT
ORD003212,393,Sports,2024-07-25,3,79.9,0.19,MX
ORD003213,153,Home & Garden,2023-08-29,6,305.27,0.32,NL
ORD003214,158,Home & Garden,2024-03-13,3,160.99,0.2,NL
ORD003215,159,Books,2024-01-30,10,182.76,0.2,ES
ORD003216,219,Automotive,2023-02-01,5,447.44,0.05,MX
ORD003217,303,Electronics,2023-01-25,8,492.74,0.1,MX
ORD003218,377,Electronics,2024-10-21,5,356.61,0.32,CA
ORD003219,182,Home & Garden,2024-04-12,8,160.85,0.33,CA
ORD003220,248,Beauty,2024-03-23,2,144.26,0.14,ES
ORD003221,387,Beauty,2024-06-26,10,26.82,0.08,NL
ORD003222,6,Books,2023-01-12,4,35.5,0.32,BR
ORD003223,97,Books,2023-06-19,5,42.89,0.37,CA
ORD003224,57,Books,2024-04-19,8,340.13,0.28,IN
ORD003225,96,Books,2024-06-08,10,100.07,0.15,NL
ORD003226,430,Sports,2024-04-04,6,46.4,0.2,IT
ORD003227,117,Automotive,2023-10-28,5,495.3,0.35,CA
ORD003228,481,Sports,2024-03-05,5,358.72,0.06,IN
ORD003229,437,Toys,2024-05-25,3,303.58,0.02,IN
ORD003230,188,Books,2023-10-24,4,276.36,0.36,US
ORD003231,46,Books,2024-02-16,8,478.93,0.23,AU
ORD003232,118,Electronics,2023-02-27,7,309.95,0.26,BR
ORD003233,301,Electronics,2023-05-04,9,23.84,0.06,IT
ORD003234,232,Home & Garden,2024-07-17,4,297.16,0.29,IT
ORD003235,432,Automotive,2023-10-05,5,218.74,0.23,MX
ORD003236,178,Beauty,2024-07-21,1,499.56,0.13,ES
ORD003237,89,Automotive,2024-05-07,7,245.74,0.27,FR
ORD003238,337,Books,2023-09-22,8,392.8,0.37,US
ORD003239,460,Toys,2024-07-16,9,410.27,0.37,CA
ORD003240,279,Sports,2023-04-03,9,31.6,0.01,BR
ORD003241,356,Electronics,2023-04-28,1,481.98,0.04,ES
ORD003242,292,Electronics,2023-10-26,2,262.66,0.22,CA
ORD003243,115,Toys,2024-04-23,8,415.78,0.25,UK
ORD003244,276,Books,2023-08-06,5,322.62,0.37,UK
ORD003245,491,Home & Garden,2023-08-24,4,228.76,0.25,SE
ORD003246,499,Beauty,2024-09-21,5,141.29,0.32,JP
ORD003247,417,Electronics,2024-10-18,10,98.85,0.28,SE
ORD003248,257,Clothing,2024-10-28,10,357.78,0.17,FR
ORD003249,29,Clothing,2023-01-17,2,44.31,0.13,US
ORD003250,218,Sports,2024-08-05,7,126.22,0.26,MX
ORD003251,413,Electronics,2024-07-10,7,265.55,0.26,ES
ORD003252,471,Toys,2023-07-08,5,114.56,0.14,JP
ORD003253,289,Electronics,2023-06-15,8,277.59,0.12,US
ORD003254,15,Sports,2023-01-26,2,184.4,0.04,IT
ORD003255,445,Sports,2024-08-23,2,139.0,0.04,CA
ORD003256,419,Beauty,2024-03-19,4,359.62,0.04,DE
ORD003257,295,Toys,2023-01-12,9,125.81,0.28,FR
ORD003258,205,Home & Garden,2023-06-14,1,103.39,0.21,US
ORD003259,398,Automotive,2024-08-29,5,89.81,0.35,ES
ORD003260,151,Clothing,2024-03-15,7,106.13,0.05,IN
ORD003261,417,Automotive,2024-09-16,1,12.21,0.4,DE
ORD003262,167,Automotive,2023-04-18,3,359.39,0.18,NL
ORD003263,399,Beauty,2024-11-26,7,285.32,0.31,CA
ORD003264,341,Sports,2023-06-01,8,29.57,0.09,JP
ORD003265,30,Electronics,2023-08-10,1,244.39,0.13,IT
ORD003266,19,Home & Garden,2024-11-07,7,418.48,0.05,BR
ORD003267,333,Home & Garden,2023-08-17,10,242.79,0.14,US
ORD003268,226,Home & Garden,2024-03-10,5,499.92,0.15,JP
ORD003269,449,Electronics,2023-09-09,6,56.56,0.13,CA
ORD003270,390,Automotive,2024-06-23,8,309.25,0.36,SE
ORD003271,469,Toys,2023-08-16,9,266.01,0.34,SG
ORD003272,99,Electronics,2023-11-19,3,295.34,0.04,BR
ORD003273,384,Clothing,2023-03-03,7,261.96,0.16,NL
ORD003274,221,Beauty,2024-11-03,8,283.81,0.13,BR
ORD003275,156,Toys,2024-10-23,10,455.4,0.37,MX
ORD003276,188,Clothing,2024-08-10,5,185.99,0.24,CA
ORD003277,430,Books,2024-09-29,6,332.02,0.36,IN
ORD003278,267,Electronics,2024-03-16,4,115.66,0.17,FR
ORD003279,13,Toys,2023-03-04,4,181.48,0.25,ES
ORD003280,240,Electronics,2023-02-21,4,271.56,0.06,ES
ORD003281,386,Toys,2024-07-27,1,356.1,0.05,IN
ORD003282,376,Home & Garden,2024-01-13,8,457.23,0.25,CA
ORD003283,243,Books,2023-07-22,3,353.64,0.23,UK
ORD003284,398,Home & Garden,2023-01-28,6,346.52,0.36,FR
ORD003285,440,Automotive,2024-12-19,10,217.26,0.27,JP
ORD003286,28,Home & Garden,2023-03-12,5,122.99,0.09,SE
ORD003287,251,Clothing,2023-09-23,10,356.75,0.21,MX
ORD003288,439,Automotive,2024-05-11,1,190.62,0.02,JP
ORD003289,212,Electronics,2024-03-30,1,438.11,0.26,BR
ORD003290,499,Books,2023-04-03,4,431.67,0.05,AU
ORD003291,423,Sports,2024-03-28,3,44.74,0.17,JP
ORD003292,96,Sports,2023-09-03,8,24.97,0.02,SE
ORD003293,165,Home & Garden,2023-05-05,3,233.59,0.27,SG
ORD003294,196,Books,2024-03-26,9,116.81,0.27,CA
ORD003295,244,Beauty,2024-10-19,6,124.28,0.06,US
ORD003296,346,Electronics,2024-07-02,3,208.85,0.07,CA
ORD003297,422,Sports,2023-04-29,5,392.03,0.13,AU
ORD003298,280,Toys,2023-05-08,7,87.64,0.4,SG
ORD003299,7,Books,2023-12-09,10,476.31,0.35,DE
ORD003300,428,Beauty,2023-01-16,1,305.33,0.19,SE
ORD003301,175,Sports,2023-01-16,4,384.11,0.32,AU
ORD003302,176,Home & Garden,2023-07-03,5,84.1,0.0,ES
ORD003303,417,Beauty,2023-03-19,6,80.1,0.05,AU
ORD003304,408,Electronics,2024-02-04,9,162.27,0.29,ES
ORD003305,440,Clothing,2023-02-01,8,448.02,0.36,US
ORD003306,458,Beauty,2023-06-27,6,419.42,0.05,FR
ORD003307,81,Electronics,2023-02-12,1,137.39,0.31,DE
ORD003308,90,Electronics,2024-01-23,3,211.62,0.02,ES
ORD003309,223,Beauty,2023-09-15,8,252.88,0.14,ES
ORD003310,492,Electronics,2023-03-02,5,166.36,0.31,UK
ORD003311,172,Beauty,2023-09-16,7,475.36,0.19,IN
ORD003312,171,Beauty,2023-01-01,7,341.6,0.3,MX
ORD003313,488,Beauty,2024-08-25,10,219.03,0.11,SE
ORD003314,485,Electronics,2023-09-23,3,9.85,0.27,JP
ORD003315,283,Books,2024-05-01,10,34.57,0.32,SG
ORD003316,300,Clothing,2024-06-01,8,276.7,0.08,ES
ORD003317,200,Beauty,2024-02-10,6,379.22,0.07,SE
ORD003318,411,Books,2024-03-05,2,310.55,0.02,SG
ORD003319,437,Books,2023-11-09,8,406.81,0.15,MX
ORD003320,132,Sports,2023-10-25,10,388.34,0.01,IT
ORD003321,355,Sports,2023-08-12,10,402.85,0.21,BR
ORD003322,261,Home & Garden,2023-02-22,3,306.91,0.11,NL
ORD003323,357,Electronics,2023-09-13,9,432.11,0.4,ES
ORD003324,213,Home & Garden,2023-12-04,10,172.59,0.35,IN
ORD003325,306,Home & Garden,2023-04-08,6,82.02,0.22,US
ORD003326,319,Sports,2024-10-24,1,401.45,0.36,SE
ORD003327,209,Automotive,2023-01-07,2,153.3,0.39,UK
ORD003328,107,Books,2023-06-13,7,119.63,0.24,NL
ORD003329,50,Electronics,2024-05-11,4,280.94,0.14,US
ORD003330,487,Electronics,2024-08-24,6,283.44,0.35,IT
ORD003331,318,Clothing,2023-12-12,9,43.18,0.11,NL
ORD003332,224,Beauty,2024-03-05,7,314.41,0.13,FR
ORD003333,208,Toys,2023-07-19,1,118.53,0.26,DE
ORD003334,205,Books,2024-11-27,5,71.82,0.01,IT
ORD003335,227,Beauty,2024-04-15,9,482.56,0.05,SE
ORD003336,224,Automotive,2023-04-06,9,150.06,0.22,FR
ORD003337,462,Home & Garden,2024-06-21,7,209.3,0.06,MX
ORD003338,227,Beauty,2023-04-04,5,76.72,0.34,SG
ORD003339,361,Beauty,2023-10-22,9,473.65,0.35,SG
ORD003340,245,Books,2023-12-25,6,13.69,0.21,MX
ORD003341,391,Automotive,2024-06-11,5,10.63,0.04,IT
ORD003342,6,Automotive,2024-12-28,2,206.42,0.11,JP
ORD003343,381,Toys,2023-09-29,4,65.75,0.23,UK
ORD003344,110,Automotive,2024-05-08,8,102.13,0.02,MX
ORD003345,217,Home & Garden,2024-05-05,10,148.07,0.14,JP
ORD003346,316,Toys,2023-05-15,6,237.75,0.07,FR
ORD003347,280,Toys,2024-04-14,6,445.64,0.23,DE
ORD003348,27,Sports,2024-10-03,7,214.57,0.35,NL
ORD003349,272,Books,2024-02-10,7,395.84,0.36,UK
ORD003350,66,Books,2023-12-17,7,480.56,0.04,ES
ORD003351,121,Electronics,2024-04-17,10,422.93,0.04,BR
ORD003352,232,Home & Garden,2024-08-11,9,427.45,0.29,DE
ORD003353,317,Clothing,2023-06-14,5,400.73,0.0,AU
ORD003354,262,Sports,2023-04-30,3,62.61,0.2,UK
ORD003355,188,Home & Garden,2024-04-20,1,90.4,0.26,IN
ORD003356,45,Clothing,2023-01-26,6,141.48,0.16,BR
ORD003357,28,Books,2024-08-25,3,339.33,0.17,IN
ORD003358,224,Automotive,2023-08-09,2,212.97,0.18,BR
ORD003359,486,Electronics,2023-03-23,7,254.26,0.12,UK
ORD003360,409,Clothing,2024-07-12,8,407.48,0.17,IN
ORD003361,209,Home & Garden,2023-06-12,8,22.27,0.32,US
ORD003362,105,Toys,2023-10-21,4,433.64,0.33,ES
ORD003363,175,Beauty,2023-10-30,6,284.76,0.24,SE
ORD003364,245,Beauty,2024-08-21,5,298.18,0.12,US
ORD003365,314,Electronics,2023-07-13,7,144.54,0.16,AU
ORD003366,277,Books,2024-04-07,4,87.43,0.28,JP
ORD003367,227,Automotive,2024-12-30,7,288.55,0.19,US
ORD003368,317,Toys,2024-03-13,3,422.06,0.05,ES
ORD003369,489,Clothing,2023-04-13,1,379.32,0.27,AU
ORD003370,208,Home & Garden,2023-07-26,5,401.04,0.04,MX
ORD003371,26,Home & Garden,2024-01-26,5,172.67,0.39,IT
ORD003372,426,Clothing,2023-08-24,6,316.6,0.13,JP
ORD003373,409,Automotive,2024-01-13,9,285.27,0.06,BR
ORD003374,295,Toys,2024-02-01,4,49.86,0.24,US
ORD003375,11,Electronics,2024-06-20,1,272.26,0.3,CA
ORD003376,446,Clothing,2024-03-30,3,6.78,0.29,CA
ORD003377,92,Sports,2024-05-24,7,369.32,0.11,CA
ORD003378,483,Toys,2023-06-09,10,445.13,0.22,BR
ORD003379,88,Beauty,2023-11-05,6,444.52,0.28,MX
ORD003380,2,Automotive,2024-08-25,3,165.99,0.33,MX
ORD003381,171,Sports,2024-07-03,8,307.62,0.19,AU
ORD003382,247,Clothing,2023-05-13,3,374.58,0.0,CA
ORD003383,438,Electronics,2023-02-16,9,322.36,0.17,MX
ORD003384,22,Electronics,2024-04-21,2,12.77,0.25,SE
ORD003385,122,Sports,2023-11-21,9,265.2,0.06,FR
ORD003386,329,Toys,2023-10-27,6,260.36,0.37,UK
ORD003387,258,Clothing,2023-01-19,9,405.87,0.07,AU
ORD003388,427,Home & Garden,2023-10-06,7,403.18,0.06,FR
ORD003389,240,Home & Garden,2023-05-11,5,331.44,0.0,NL
ORD003390,312,Books,2023-01-26,7,82.59,0.1,NL
ORD003391,119,Clothing,2023-10-19,2,282.4,0.33,BR
ORD003392,197,Books,2024-08-25,4,443.7,0.29,AU
ORD003393,232,Beauty,2024-10-12,8,86.47,0.06,AU
ORD003394,302,Toys,2023-06-23,1,429.56,0.37,FR
ORD003395,422,Beauty,2023-07-20,8,46.91,0.26,FR
ORD003396,166,Automotive,2023-03-13,2,481.84,0.2,BR
ORD003397,350,Clothing,2024-10-25,2,482.71,0.05,MX
ORD003398,103,Books,2023-02-17,2,492.09,0.36,BR
ORD003399,196,Toys,2024-11-15,8,174.28,0.24,IN
ORD003400,42,Sports,2024-04-13,1,427.64,0.06,ES
ORD003401,135,Beauty,2024-07-28,8,175.6,0.19,CA
ORD003402,397,Automotive,2023-06-10,9,55.85,0.01,IT
ORD003403,258,Home & Garden,2024-03-19,6,218.99,0.03,MX
ORD003404,454,Toys,2023-03-21,2,402.23,0.07,AU
ORD003405,113,Automotive,2024-04-25,9,18.06,0.17,BR
ORD003406,216,Sports,2024-03-14,3,223.86,0.33,FR
ORD003407,78,Clothing,2024-08-24,10,303.81,0.27,FR
ORD003408,145,Beauty,2024-04-15,7,408.89,0.27,AU
ORD003409,22,Clothing,2024-12-10,2,129.19,0.03,ES
ORD003410,107,Toys,2023-12-24,1,60.2,0.08,ES
ORD003411,6,Clothing,2024-02-07,2,106.13,0.18,ES
ORD003412,336,Books,2023-02-25,6,308.44,0.38,AU
ORD003413,487,Automotive,2023-03-21,1,311.31,0.25,MX
ORD003414,23,Clothing,2023-05-07,5,183.81,0.08,SG
ORD003415,181,Sports,2023-03-28,10,261.57,0.0,MX
ORD003416,445,Home & Garden,2023-04-11,10,190.25,0.03,ES
ORD003417,19,Electronics,2023-07-10,2,50.82,0.07,CA
ORD003418,357,Sports,2023-07-23,7,50.44,0.25,MX
ORD003419,291,Home & Garden,2024-05-22,6,257.06,0.06,AU
ORD003420,415,Automotive,2023-12-22,5,465.24,0.02,SE
ORD003421,236,Books,2024-11-07,1,222.14,0.23,NL
ORD003422,41,Sports,2023-09-08,4,263.76,0.07,NL
ORD003423,288,Automotive,2023-02-16,6,405.45,0.09,NL
ORD003424,485,Home & Garden,2024-09-08,7,275.25,0.39,BR
ORD003425,271,Books,2024-09-07,5,32.91,0.33,NL
ORD003426,26,Home & Garden,2023-09-23,10,191.78,0.33,US
ORD003427,51,Electronics,2023-02-21,3,16.99,0.01,NL
ORD003428,245,Beauty,2024-10-05,6,460.29,0.39,BR
ORD003429,375,Electronics,2024-11-12,7,490.0,0.19,NL
ORD003430,106,Beauty,2024-12-28,3,116.4,0.03,IT
ORD003431,189,Sports,2023-10-13,5,275.11,0.13,JP
ORD003432,484,Electronics,2023-04-03,2,43.61,0.04,NL
ORD003433,499,Clothing,2023-10-03,5,115.18,0.13,AU
ORD003434,446,Electronics,2024-03-03,7,49.27,0.05,IN
ORD003435,296,Automotive,2023-02-01,10,7.94,0.1,SG
ORD003436,447,Electronics,2023-07-20,1,328.68,0.03,BR
ORD003437,246,Automotive,2024-11-18,4,221.51,0.1,ES
ORD003438,496,Electronics,2023-02-02,4,349.47,0.14,IN
ORD003439,181,Sports,2023-04-21,10,485.02,0.37,US
ORD003440,458,Sports,2024-02-29,9,448.52,0.08,SG
ORD003441,270,Toys,2024-11-30,9,23.81,0.33,DE
ORD003442,466,Home & Garden,2024-11-17,9,207.99,0.33,BR
ORD003443,237,Clothing,2023-07-07,2,468.13,0.22,IT
ORD003444,444,Books,2024-03-24,2,481.4,0.18,NL
ORD003445,263,Electronics,2024-12-05,4,363.45,0.16,ES
ORD003446,409,Beauty,2024-04-04,7,131.01,0.36,NL
ORD003447,486,Electronics,2023-06-11,4,218.75,0.38,UK
ORD003448,40,Sports,2024-05-21,9,145.39,0.28,AU
