date,ticker,open,high,low,close,volume
2024-09-03,AAPL,59.3,60.31,60.13,60.3,14296689
2024-09-04,AAPL,60.29,60.47,59.73,60.01,16450738
2024-09-05,AAPL,60.09,59.77,59.26,59.69,49552575
2024-09-06,AAPL,59.66,59.88,59.35,59.54,29108590
2024-09-09,AAPL,59.57,60.21,59.21,59.45,30692980
2024-09-10,AAPL,59.32,58.2,57.68,58.06,27821182
2024-09-11,AAPL,57.93,59.21,58.71,59.0,11146326
2024-09-12,AAPL,58.9,58.02,57.27,57.84,12476379
2024-09-13,AAPL,58.03,59.58,59.24,59.28,28749782
2024-09-16,AAPL,59.41,59.35,59.18,59.21,11592405
2024-09-17,AAPL,59.15,58.92,57.97,58.27,17465304
2024-09-18,AAPL,58.47,60.44,60.19,60.33,2482089
2024-09-19,AAPL,60.2,58.87,58.83,58.85,15525015
2024-09-20,AAPL,58.64,59.14,58.74,58.94,49932282
2024-09-23,AAPL,59.1,60.47,60.2,60.31,5254983
2024-09-24,AAPL,60.19,62.51,61.87,62.3,13802377
2024-09-25,AAPL,62.09,61.74,61.55,61.64,8384953
2024-09-26,AAPL,61.46,62.81,62.71,62.78,43599407
2024-09-27,AAPL,62.83,62.36,62.04,62.21,7859156
2024-09-30,AAPL,61.82,62.43,61.32,61.82,39521116
2024-10-01,AAPL,61.82,62.32,62.23,62.31,5460306
2024-10-02,AAPL,62.18,63.48,62.97,63.07,33319994
2024-10-03,AAPL,63.17,62.74,62.56,62.61,35075392
2024-10-04,AAPL,62.74,64.02,63.59,63.69,37898674
2024-10-07,AAPL,63.99,66.54,65.71,66.07,2328238
2024-10-08,AAPL,66.02,69.0,68.27,68.39,20902313
2024-10-09,AAPL,68.55,69.29,68.13,69.07,42433151
2024-10-10,AAPL,69.23,67.44,66.96,67.36,13460483
2024-10-11,AAPL,67.02,64.86,64.27,64.41,7389770
2024-10-14,AAPL,64.48,64.47,64.01,64.45,19441558
2024-10-15,AAPL,64.2,65.48,65.26,65.4,47992842
2024-10-16,AAPL,65.53,64.96,64.51,64.53,32293098
2024-10-17,AAPL,64.51,65.44,64.34,64.85,14013322
2024-10-18,AAPL,64.84,62.84,62.15,62.52,22756260
2024-10-21,AAPL,62.64,62.53,62.25,62.29,34146098
2024-10-22,AAPL,62.06,63.06,62.59,62.92,45428128
2024-10-23,AAPL,62.84,63.18,62.79,62.84,4166418
2024-10-24,AAPL,62.46,64.53,64.17,64.48,30868510
2024-10-25,AAPL,64.15,65.74,65.2,65.33,49351032
2024-10-28,AAPL,65.48,64.83,64.15,64.78,13928197
2024-10-29,AAPL,64.64,65.48,65.33,65.47,2492127
2024-10-30,AAPL,65.03,65.53,64.99,65.26,9006034
2024-10-31,AAPL,65.35,64.84,64.24,64.64,10721505
2024-11-01,AAPL,64.82,64.69,64.1,64.6,41639772
2024-11-04,AAPL,64.33,65.73,65.36,65.71,24457328
2024-11-05,AAPL,65.55,66.73,66.37,66.56,8574320
2024-11-06,AAPL,66.5,66.28,65.57,65.82,11509281
2024-11-07,AAPL,65.78,67.26,66.76,66.97,9964366
2024-11-08,AAPL,66.79,65.68,65.22,65.68,8996760
2024-11-11,AAPL,65.41,67.76,67.62,67.66,1596278
2024-11-12,AAPL,67.47,68.69,67.91,68.44,36285031
2024-11-13,AAPL,68.43,67.0,66.35,66.54,20429146
2024-11-14,AAPL,66.8,65.58,64.9,65.47,21185237
2024-11-15,AAPL,65.09,66.5,65.87,66.46,7760753
2024-11-18,AAPL,66.35,65.92,65.31,65.4,26363742
2024-11-19,AAPL,65.5,66.17,65.63,65.94,39089323
2024-11-20,AAPL,66.08,65.07,64.44,64.84,34659082
2024-11-21,AAPL,64.93,66.02,64.94,65.52,13675463
2024-11-22,AAPL,65.61,67.51,67.09,67.1,46245181
2024-11-25,AAPL,67.12,66.91,66.67,66.71,9103172
2024-11-26,AAPL,66.64,65.57,65.43,65.56,12295707
2024-11-27,AAPL,65.49,65.83,65.55,65.55,27431152
2024-11-28,AAPL,65.7,65.11,64.17,64.48,4737427
2024-11-29,AAPL,64.38,65.63,65.2,65.3,32974076
2023-01-02,MSFT,349.64,349.65,347.82,348.52,20273333
2023-01-03,MSFT,349.56,349.96,348.51,348.93,4072961
2023-01-04,MSFT,349.98,357.3,352.69,354.95,43233418
2023-01-05,MSFT,354.62,343.99,341.99,342.74,44913706
2023-01-06,MSFT,343.03,348.64,345.41,347.03,28245680
2023-01-09,MSFT,347.42,346.18,345.26,345.33,36896531
2023-01-10,MSFT,347.97,343.12,341.49,342.17,28192963
2023-01-11,MSFT,343.02,359.04,355.07,357.34,36912069
2023-01-12,MSFT,357.63,353.31,351.38,352.25,10559366
2023-01-13,MSFT,351.29,351.12,349.76,350.36,35835182
2023-01-16,MSFT,349.31,356.59,353.51,355.83,35704499
2023-01-17,MSFT,354.67,345.5,342.76,343.94,15658286
2023-01-18,MSFT,342.33,357.84,354.02,355.11,34801529
2023-01-19,MSFT,355.35,360.78,359.89,360.61,28189106
2023-01-20,MSFT,360.1,358.86,357.28,358.37,24537081
2023-01-23,MSFT,359.0,357.71,356.47,357.55,30394527
2023-01-24,MSFT,356.58,365.88,365.16,365.77,36284379
2023-01-25,MSFT,365.9,382.13,374.15,377.67,10778127
2023-01-26,MSFT,377.93,387.34,385.82,386.87,27913505
2023-01-27,MSFT,388.64,401.88,398.73,399.01,7068822
2023-01-30,MSFT,398.07,396.18,395.33,395.62,1028202
2023-01-31,MSFT,395.9,395.27,390.83,392.44,42497394
2023-02-01,MSFT,391.43,399.16,395.25,398.3,47592238
2023-02-02,MSFT,396.84,399.03,396.01,397.12,5214402
2023-02-03,MSFT,397.06,394.77,392.11,392.56,31434282
2023-02-06,MSFT,391.96,389.51,387.71,389.51,21136042
2023-02-07,MSFT,388.41,378.9,374.51,377.1,38255791
2023-02-08,MSFT,375.17,384.35,383.09,383.26,24822037
2023-02-09,MSFT,385.55,382.28,379.83,382.01,36577622
2023-02-10,MSFT,381.33,386.89,383.52,385.86,18641209
2023-02-13,MSFT,385.65,382.79,377.57,378.3,19070518
2023-02-14,MSFT,378.16,370.44,366.23,368.86,6344951
2023-02-15,MSFT,368.36,375.26,371.93,374.94,41481082
2023-02-16,MSFT,377.65,388.1,387.07,388.1,12777249
2023-02-17,MSFT,385.69,387.96,381.22,384.76,6375636
2023-02-20,MSFT,385.79,391.23,388.15,388.65,38891113
2023-02-21,MSFT,387.19,393.68,388.16,391.31,27693891
2023-02-22,MSFT,389.54,394.97,394.14,394.43,17753523
2023-02-23,MSFT,391.61,394.65,389.59,391.85,36116282
2023-02-24,MSFT,392.63,394.35,391.62,391.89,45429180
2023-02-27,MSFT,390.53,389.57,387.62,389.27,25955967
2023-02-28,MSFT,387.47,395.89,392.72,393.91,17997306
2023-03-01,MSFT,392.94,393.54,391.46,393.35,15414257
2023-03-02,MSFT,394.2,393.87,392.68,393.27,4327203
2023-03-03,MSFT,392.28,392.18,388.63,389.72,15033156
2023-03-06,MSFT,387.13,384.94,383.66,384.52,13082336
2023-03-07,MSFT,384.68,383.8,379.11,381.06,48175360
2023-03-08,MSFT,380.82,378.95,375.56,378.17,35592910
2023-03-09,MSFT,376.9,390.55,386.26,387.18,49378407
2023-03-10,MSFT,389.67,393.75,388.91,392.59,47355926
2023-03-13,MSFT,393.51,400.47,398.92,400.02,18622045
2023-03-14,MSFT,398.88,406.86,403.71,404.84,37150969
2023-03-15,MSFT,404.38,403.03,397.78,399.31,30234997
2023-03-16,MSFT,400.4,401.24,395.11,398.17,5556202
2023-03-17,MSFT,398.67,414.83,412.5,414.63,11289001
2023-03-20,MSFT,413.05,399.35,398.28,398.69,24133190
2023-03-21,MSFT,397.75,409.0,407.81,408.63,37147862
2023-03-22,MSFT,407.29,400.63,395.23,400.15,35764872
2023-03-23,MSFT,399.41,388.65,387.14,387.39,28509374
2023-03-24,MSFT,388.69,394.87,389.02,391.65,4677359
2023-03-27,MSFT,390.99,396.97,394.89,396.04,18012055
2023-03-28,MSFT,397.18,400.29,396.71,397.56,16125789
2023-03-29,MSFT,398.29,402.93,401.3,401.58,16368956
2023-03-30,MSFT,401.42,400.29,397.54,398.26,35982612
2023-03-31,MSFT,398.9,405.18,401.22,402.55,26217711
2023-04-03,MSFT,402.11,400.11,398.51,399.42,18687268
2023-04-04,MSFT,399.57,398.12,393.94,394.32,16251914
2023-04-05,MSFT,393.49,395.11,388.92,391.37,37608099
2023-04-06,MSFT,391.03,394.08,391.87,392.95,35015281
2023-04-07,MSFT,394.16,396.73,392.48,393.67,48717505
2023-04-10,MSFT,393.81,400.1,396.65,397.01,26463413
2023-04-11,MSFT,396.04,412.01,408.3,408.83,24620411
2023-04-12,MSFT,409.47,409.64,406.15,406.99,3343705
2023-04-13,MSFT,407.63,414.44,410.93,412.39,33001011
2023-04-14,MSFT,411.93,404.7,400.4,402.52,40789968
2023-04-17,MSFT,402.19,406.15,403.29,404.06,16756209
2023-04-18,MSFT,403.96,402.07,400.0,401.06,33343866
2023-04-19,MSFT,400.46,399.45,398.84,399.4,9016625
2023-04-20,MSFT,398.34,401.69,400.52,400.67,7518477
2023-04-21,MSFT,399.08,402.65,398.63,401.3,17983985
2023-04-24,MSFT,401.08,404.55,399.0,400.15,39881583
2023-04-25,MSFT,398.02,387.6,384.87,385.45,47332721
2023-04-26,MSFT,385.93,387.99,384.69,386.68,9840549
2023-04-27,MSFT,386.6,383.06,382.01,382.69,48895104
2023-04-28,MSFT,383.9,384.51,382.0,383.62,41480365
2023-05-01,MSFT,383.47,386.8,383.78,384.23,27291226
2023-05-02,MSFT,383.08,384.11,382.14,383.51,43920877
2023-05-03,MSFT,383.96,386.57,382.71,384.27,35387979
2023-05-04,MSFT,384.2,386.37,383.8,384.47,41631298
2023-05-05,MSFT,382.47,382.57,379.63,381.41,2905549
2023-05-08,MSFT,383.44,364.34,363.98,364.17,38660282
2023-05-09,MSFT,363.06,374.69,371.16,372.95,10664484
2023-05-10,MSFT,371.94,383.99,381.51,382.25,29311281
2023-05-11,MSFT,379.7,375.33,374.42,374.71,15369095
2023-05-12,MSFT,375.39,376.46,375.57,376.32,5356877
2023-05-15,MSFT,375.59,368.89,366.85,367.8,4489993
2023-05-16,MSFT,365.53,362.68,357.97,361.19,20600139
2023-05-17,MSFT,362.45,359.33,358.31,358.52,34145230
2023-05-18,MSFT,358.66,347.23,344.76,346.63,5115339
2023-05-19,MSFT,347.23,334.71,333.08,334.25,22005007
2023-05-22,MSFT,334.88,334.87,333.54,334.04,26023381
2023-05-23,MSFT,334.69,331.2,327.51,330.12,3780317
2023-05-24,MSFT,329.33,324.91,323.42,323.58,40925818
2023-05-25,MSFT,324.46,328.66,325.35,328.01,39449318
2023-05-26,MSFT,329.68,344.88,340.46,344.02,48942873
2023-05-29,MSFT,342.56,343.83,342.92,343.48,18335723
2023-05-30,MSFT,343.97,357.01,351.35,354.15,18999263
2023-05-31,MSFT,353.36,355.84,350.91,354.91,4358830
2023-06-01,MSFT,354.79,359.81,356.6,358.51,41612802
2023-06-02,MSFT,356.53,365.55,358.56,362.24,47916693
2023-06-05,MSFT,361.53,358.11,355.3,356.35,18500647
2023-06-06,MSFT,357.26,354.24,347.64,350.08,40088464
2023-06-07,MSFT,349.42,346.53,344.29,344.49,7310807
2023-06-08,MSFT,344.71,336.16,334.69,335.34,43913320
2023-06-09,MSFT,335.85,338.84,337.96,338.56,31982439
2023-06-12,MSFT,339.64,346.11,341.53,343.54,19777059
2023-06-13,MSFT,345.03,350.07,347.57,348.95,41802168
2023-06-14,MSFT,348.46,350.1,349.85,350.02,22551323
2023-06-15,MSFT,350.89,353.29,347.94,349.49,30415455
2023-06-16,MSFT,348.67,351.18,347.77,349.8,41822578
2023-06-19,MSFT,351.15,340.42,339.58,339.7,13806323
2023-06-20,MSFT,338.86,344.84,340.7,343.6,10039496
2023-06-21,MSFT,344.1,346.32,344.2,345.29,35743609
2023-06-22,MSFT,343.24,338.64,335.11,337.06,27141675
2023-06-23,MSFT,337.69,338.04,334.7,337.86,43346099
2023-06-26,MSFT,339.05,343.09,341.22,342.75,39465321
2023-06-27,MSFT,342.83,333.05,328.35,331.14,15133192
2023-06-28,MSFT,332.32,333.05,330.61,331.67,3886218
2023-06-29,MSFT,331.6,336.92,334.94,335.99,6848221
2023-06-30,MSFT,335.96,331.99,327.48,329.65,43267754
2023-07-03,MSFT,330.34,331.26,330.26,330.83,36247970
2023-07-04,MSFT,331.07,328.79,325.65,326.86,19234872
2023-07-05,MSFT,327.58,327.13,326.01,326.05,35862596
2023-07-06,MSFT,325.83,329.71,325.21,326.51,47617521
2023-07-07,MSFT,327.13,329.72,326.53,328.56,1188968
2023-07-10,MSFT,328.86,323.2,320.56,322.33,33183633
2023-07-11,MSFT,322.92,314.21,309.49,313.33,30204740
2023-07-12,MSFT,313.74,320.18,317.99,318.37,3212468
2023-07-13,MSFT,319.03,312.18,308.86,311.02,4410796
2023-07-14,MSFT,312.11,309.73,306.59,308.59,28842976
2023-07-17,MSFT,309.55,301.49,299.92,300.89,9983584
2023-07-18,MSFT,301.39,305.79,300.67,303.44,29069282
2023-07-19,MSFT,304.81,310.29,306.55,307.92,27922365
2023-07-20,MSFT,308.1,312.31,310.6,312.02,41826806
2023-07-21,MSFT,311.64,314.77,312.83,313.79,20499724
2023-07-24,MSFT,313.85,322.76,318.72,320.02,7906976
2023-07-25,MSFT,319.44,323.67,320.11,321.5,28642949
2023-07-26,MSFT,321.09,324.2,321.32,322.6,39129431
2023-07-27,MSFT,321.56,322.33,320.9,321.56,10899173
2023-07-28,MSFT,321.17,331.32,330.07,331.01,8084153
2023-07-31,MSFT,330.96,337.89,335.77,336.39,7193883
2023-08-01,MSFT,336.42,346.58,342.12,344.86,8525822
2023-08-02,MSFT,344.24,353.22,350.62,351.99,5029726
2023-08-03,MSFT,352.7,362.95,361.5,362.51,12869983
2023-08-04,MSFT,362.47,362.66,362.08,362.29,6966473
2023-08-07,MSFT,361.65,372.65,368.77,371.12,15286987
2023-08-08,MSFT,371.41,377.37,374.51,376.23,40580123
2023-08-09,MSFT,375.97,374.96,370.84,373.2,42615177
2023-08-10,MSFT,376.09,374.73,372.71,374.69,16122321
2023-08-11,MSFT,374.74,370.07,368.0,369.85,26455652
2023-08-14,MSFT,370.16,377.25,371.48,374.74,15576952
2023-08-15,MSFT,374.68,375.94,371.15,373.3,47885620
2023-08-16,MSFT,375.95,375.42,374.05,374.77,17964150
2023-08-17,MSFT,373.98,375.12,371.47,372.21,37228818
2023-08-18,MSFT,372.38,372.82,367.46,371.78,7398322
2023-08-21,MSFT,371.37,369.64,365.92,368.31,39280728
2023-08-22,MSFT,367.44,368.88,365.7,365.88,40362565
2023-08-23,MSFT,365.93,357.48,355.12,356.5,41982905
2023-08-24,MSFT,357.72,349.95,345.39,348.4,15105030
2023-08-25,MSFT,349.76,358.3,354.73,355.78,48752525
2023-08-28,MSFT,355.89,352.3,350.9,351.2,32998702
2023-08-29,MSFT,352.62,353.32,352.7,353.32,13778638
2023-08-30,MSFT,351.88,352.8,352.22,352.42,44193386
2023-08-31,MSFT,352.71,351.12,344.02,346.88,16102623
2023-09-01,MSFT,347.13,353.27,349.29,352.62,47993309
2023-09-04,MSFT,352.65,362.25,357.6,360.38,2875300
2023-09-05,MSFT,358.13,358.62,357.94,358.33,40864046
2023-09-06,MSFT,357.27,359.17,355.17,357.58,31234958
2023-09-07,MSFT,357.5,366.55,365.1,365.42,10715716
2023-09-08,MSFT,366.89,373.43,371.73,372.44,15753742
2023-09-11,MSFT,371.11,369.81,366.74,369.56,41021996
2023-09-12,MSFT,369.79,366.54,364.1,365.46,12060677
2023-09-13,MSFT,367.08,369.05,366.1,366.29,1818666
2023-09-14,MSFT,365.92,360.12,358.0,358.71,3477979
2023-09-15,MSFT,359.54,362.3,358.58,360.62,13234429
2023-09-18,MSFT,361.12,358.39,356.63,356.98,18844175
2023-09-19,MSFT,355.66,360.05,359.2,359.66,42091909
2023-09-20,MSFT,359.11,362.29,360.02,360.98,22225013
2023-09-21,MSFT,360.72,372.81,370.64,371.07,35345037
2023-09-22,MSFT,372.32,373.44,370.69,370.98,18474710
2023-09-25,MSFT,369.61,368.68,367.3,367.36,13692070
2023-09-26,MSFT,366.48,364.91,360.25,362.13,20184797
2023-09-27,MSFT,360.45,359.81,358.1,359.65,20839917
2023-09-28,MSFT,361.72,365.15,363.57,364.09,6766380
2023-09-29,MSFT,363.36,369.69,366.36,367.62,30439797
2023-10-02,MSFT,368.6,366.79,365.41,365.53,30459281
2023-10-03,MSFT,366.11,373.68,370.28,371.08,21796167
2023-10-04,MSFT,371.97,372.46,366.56,367.64,13183820
2023-10-05,MSFT,369.26,374.13,372.14,373.11,44703833
2023-10-06,MSFT,371.74,379.71,374.64,377.18,7739414
2023-10-09,MSFT,379.16,375.53,372.93,373.46,45736598
2023-10-10,MSFT,374.0,373.56,367.63,370.3,22795473
2023-10-11,MSFT,371.17,360.98,358.16,358.46,22894381
2023-10-12,MSFT,357.62,357.14,354.35,355.98,1066069
2023-10-13,MSFT,354.68,353.6,351.57,352.65,32096037
2023-10-16,MSFT,353.72,354.98,352.12,353.02,22823352
2023-10-17,MSFT,351.34,354.39,351.79,353.33,40099586
2023-10-18,MSFT,354.64,360.79,357.12,360.19,8235769
2023-10-19,MSFT,360.67,366.36,364.43,365.88,31916585
2023-10-20,MSFT,366.92,369.58,366.64,369.06,14781666
2023-10-23,MSFT,366.64,364.91,360.47,362.64,21579155
2023-10-24,MSFT,362.6,362.45,361.29,362.18,5568650
2023-10-25,MSFT,361.98,360.44,357.81,358.86,42608034
2023-10-26,MSFT,358.04,354.38,350.48,354.22,3849045
2023-10-27,MSFT,355.23,345.96,343.55,344.48,30427408
2023-10-30,MSFT,344.42,347.11,344.28,344.85,29134848
2023-10-31,MSFT,343.84,358.29,355.38,356.29,44965525
2023-11-01,MSFT,356.38,361.7,356.37,359.65,14776150
2023-11-02,MSFT,359.74,362.44,362.18,362.4,41844407
2023-11-03,MSFT,363.29,367.0,363.69,365.5,14677355
2023-11-06,MSFT,365.32,354.86,351.31,354.02,19384988
2023-11-07,MSFT,352.78,353.72,350.1,351.1,1756028
2023-11-08,MSFT,352.71,352.09,350.11,351.45,3291183
2023-11-09,MSFT,351.34,348.8,347.16,347.58,26284206
2023-11-10,MSFT,345.81,354.37,348.57,352.86,6376535
2023-11-13,MSFT,353.05,355.16,350.68,354.24,2840123
2023-11-14,MSFT,353.47,357.26,355.43,356.78,36846615
2023-11-15,MSFT,357.15,359.22,357.53,358.73,42501983
2023-11-16,MSFT,357.43,364.93,363.78,364.88,27016957
2023-11-17,MSFT,365.17,374.64,371.51,373.19,13599740
2023-11-20,MSFT,374.03,381.87,376.75,377.83,20004051
2023-11-21,MSFT,377.47,389.76,384.96,389.71,12292413
2023-11-22,MSFT,390.84,396.87,394.24,396.77,44060217
2023-11-23,MSFT,396.12,401.87,399.03,400.47,25280268
2023-11-24,MSFT,398.32,397.79,395.37,397.17,2081908
2023-11-27,MSFT,397.19,404.69,403.54,404.33,38440582
2023-11-28,MSFT,402.69,395.73,390.26,393.99,3132389
2023-11-29,MSFT,393.94,386.32,381.5,383.97,18264959
2023-11-30,MSFT,384.18,389.88,388.74,389.31,47095309
2023-12-01,MSFT,391.96,403.6,401.42,402.77,38213001
2023-12-04,MSFT,401.61,411.3,409.37,410.32,39292022
2023-12-05,MSFT,411.35,404.08,401.27,403.05,38625611
2023-12-06,MSFT,402.92,404.14,401.97,403.06,23952136
2023-12-07,MSFT,402.93,404.05,400.76,401.07,17422954
2023-12-08,MSFT,401.3,409.44,404.92,409.14,41053165
2023-12-11,MSFT,408.62,416.25,413.67,416.04,39081534
2023-12-12,MSFT,415.55,415.34,414.36,414.37,16118132
2023-12-13,MSFT,415.04,426.43,422.44,422.45,33493291
2023-12-14,MSFT,422.97,425.13,422.4,423.27,17043024
2023-12-15,MSFT,422.33,429.85,425.1,426.03,21167005
2023-12-18,MSFT,427.04,422.35,420.33,421.38,40664778
2023-12-19,MSFT,422.94,429.11,425.68,428.05,42122172
2023-12-20,MSFT,427.64,433.01,429.49,432.21,19077177
2023-12-21,MSFT,433.01,440.56,434.44,437.38,37187781
2023-12-22,MSFT,438.64,458.25,445.56,450.47,37348615
2023-12-25,MSFT,450.96,435.89,431.5,434.23,47526344
2023-12-26,MSFT,434.06,435.97,433.52,434.78,3109080
2023-12-27,MSFT,433.95,442.7,438.16,441.15,37608458
2023-12-28,MSFT,442.3,440.76,436.48,436.99,18357739
2023-12-29,MSFT,435.8,432.85,431.04,431.44,27277425
2024-01-01,MSFT,432.74,426.55,423.81,425.43,29567566
2024-01-02,MSFT,426.91,428.16,423.19,423.94,17208499
2024-01-03,MSFT,421.4,417.75,416.26,417.68,46174348
2024-01-04,MSFT,418.15,424.66,423.1,424.59,12922780
2024-01-05,MSFT,425.47,435.3,434.02,434.36,31803469
2024-01-08,MSFT,432.84,434.6,431.54,434.2,49151853
2024-01-09,MSFT,432.36,431.97,428.89,431.38,6594944
2024-01-10,MSFT,432.52,432.45,427.59,431.26,30348382
2024-01-11,MSFT,430.17,440.97,433.64,438.08,15299866
2024-01-12,MSFT,439.68,448.3,446.48,447.07,32813848
2024-01-15,MSFT,446.93,448.87,447.65,447.93,43036820
2024-01-16,MSFT,448.18,452.86,449.5,450.56,32177248
2024-01-17,MSFT,451.38,456.84,451.19,453.0,3132674
2024-01-18,MSFT,453.5,459.6,459.09,459.55,13018284
2024-01-19,MSFT,462.25,460.41,457.27,458.16,22472353
2024-01-22,MSFT,461.48,451.83,450.67,451.54,48011178
2024-01-23,MSFT,449.77,451.29,447.64,450.47,49648212
2024-01-24,MSFT,452.37,456.29,453.41,454.68,27476604
2024-01-25,MSFT,454.06,447.55,445.69,445.71,48254515
2024-01-26,MSFT,446.78,445.45,441.13,444.37,39414191
2024-01-29,MSFT,445.22,446.33,439.71,443.89,19745740
2024-01-30,MSFT,443.15,441.08,439.23,440.51,23135648
2024-01-31,MSFT,438.21,445.04,440.3,442.46,47268637
2024-02-01,MSFT,441.65,439.83,435.82,439.78,26376448
2024-02-02,MSFT,441.43,443.95,441.3,443.64,46626626
2024-02-05,MSFT,443.87,440.99,439.88,440.78,27249632
2024-02-06,MSFT,441.35,445.69,444.75,444.94,43048547
2024-02-07,MSFT,444.27,443.96,442.78,443.54,20448832
2024-02-08,MSFT,444.86,442.45,437.67,441.71,28346291
2024-02-09,MSFT,444.28,441.78,439.49,440.85,11607615
2024-02-12,MSFT,443.76,430.82,426.74,428.97,29460201
2024-02-13,MSFT,427.99,427.65,426.39,427.35,2728478
2024-02-14,MSFT,428.4,433.5,427.35,430.18,41267394
2024-02-15,MSFT,430.19,436.42,432.71,433.71,8378990
2024-02-16,MSFT,434.3,431.59,430.73,430.87,5818454
2024-02-19,MSFT,430.83,433.7,429.93,430.5,44525406
2024-02-20,MSFT,431.04,428.58,424.06,427.5,45015020
2024-02-21,MSFT,427.18,441.37,439.9,440.03,45662726
2024-02-22,MSFT,439.14,437.24,432.09,432.93,1853037
2024-02-23,MSFT,434.3,427.74,422.98,427.61,40205719
2024-02-26,MSFT,428.24,431.3,428.28,430.36,42616794
2024-02-27,MSFT,433.14,437.81,434.87,435.59,42861602
2024-02-28,MSFT,436.12,437.31,435.03,435.48,33057970
2024-02-29,MSFT,436.37,440.22,435.38,436.23,11175185
2024-03-01,MSFT,436.05,454.53,447.14,451.83,23355837
2024-03-04,MSFT,451.22,439.0,435.87,436.05,33195971
2024-03-05,MSFT,436.38,441.71,438.3,440.8,11074426
2024-03-06,MSFT,440.12,446.66,443.79,445.5,3513410
2024-03-07,MSFT,443.56,444.73,442.06,444.12,34218026
2024-03-08,MSFT,442.51,453.46,446.48,452.05,21439472
2024-03-11,MSFT,450.99,455.67,452.62,455.37,21316014
2024-03-12,MSFT,456.21,447.43,446.65,446.85,39372992
2024-03-13,MSFT,446.45,447.64,441.72,443.14,6004148
2024-03-14,MSFT,441.61,438.7,432.94,436.28,42086073
2024-03-15,MSFT,438.69,439.14,437.26,438.32,48439402
2024-03-18,MSFT,439.25,431.74,430.09,431.65,10110138
2024-03-19,MSFT,430.38,428.53,423.91,427.55,8812041
2024-03-20,MSFT,427.88,427.07,423.1,425.42,17540687
2024-03-21,MSFT,424.31,426.93,426.47,426.82,43519904
2024-03-22,MSFT,427.64,428.54,425.68,428.46,27565928
2024-03-25,MSFT,428.24,424.17,422.49,422.87,42962482
2024-03-26,MSFT,424.63,427.72,420.7,421.78,34915113
2024-03-27,MSFT,422.58,407.8,405.13,407.41,14588157
2024-03-28,MSFT,408.51,409.21,408.15,409.16,26184808
2024-03-29,MSFT,410.73,405.9,404.46,405.07,3922561
2024-04-01,MSFT,404.37,409.78,405.85,408.19,45703479
2024-04-02,MSFT,406.86,408.26,404.06,406.72,6072832
2024-04-03,MSFT,405.95,409.03,402.96,405.58,25101751
2024-04-04,MSFT,404.49,417.04,414.72,416.13,46513258
2024-04-05,MSFT,416.41,409.83,405.72,407.5,5483699
2024-04-08,MSFT,408.58,409.86,408.07,409.22,35776801
2024-04-09,MSFT,408.0,405.96,401.4,403.07,32553914
2024-04-10,MSFT,401.16,398.63,395.41,396.07,15638076
2024-04-11,MSFT,395.87,388.81,386.34,388.02,11968437
2024-04-12,MSFT,389.58,392.22,386.75,388.35,32819286
2024-04-15,MSFT,387.09,394.19,391.62,393.36,24686657
2024-04-16,MSFT,394.36,408.12,406.11,407.96,34662677
2024-04-17,MSFT,406.64,410.88,407.91,408.97,11692722
2024-04-18,MSFT,410.69,403.2,401.44,402.32,28735600
2024-04-19,MSFT,402.17,391.54,385.47,387.03,30358891
2024-04-22,MSFT,389.4,390.78,387.95,389.14,2916890
2024-04-23,MSFT,388.46,394.03,392.71,393.8,25618647
2024-04-24,MSFT,391.15,407.13,398.69,405.1,3025468
2024-04-25,MSFT,406.62,405.47,405.09,405.13,25152909
2024-04-26,MSFT,405.21,409.45,403.85,406.35,34918308
2024-04-29,MSFT,404.21,411.64,407.8,409.15,6801073
2024-04-30,MSFT,407.19,406.31,400.47,403.54,25403180
2024-05-01,MSFT,405.19,395.43,393.06,393.93,6271038
2024-05-02,MSFT,396.31,401.47,398.94,399.83,23325392
2024-05-03,MSFT,397.91,400.91,399.95,400.82,46019866
2024-05-06,MSFT,397.88,398.47,392.17,395.22,42398864
2024-05-07,MSFT,394.85,391.7,389.76,390.38,12340425
2024-05-08,MSFT,390.05,405.71,400.86,401.15,15450302
2024-05-09,MSFT,400.97,399.77,398.28,398.59,39370614
2024-05-10,MSFT,400.33,397.29,391.4,392.71,25823217
2024-05-13,MSFT,391.78,403.64,400.76,401.75,24599111
2024-05-14,MSFT,401.9,395.01,391.59,394.93,42225334
2024-05-15,MSFT,395.16,395.44,393.02,393.16,46771341
2024-05-16,MSFT,392.92,378.23,376.1,377.55,37335635
2024-05-17,MSFT,377.99,379.59,377.88,378.31,30472604
2024-05-20,MSFT,378.4,379.28,378.87,379.06,38210530
2024-05-21,MSFT,378.6,375.83,373.29,373.46,36231765
2024-05-22,MSFT,373.56,375.17,371.18,372.85,20975308
2024-05-23,MSFT,373.85,379.02,376.39,378.57,2113395
2024-05-24,MSFT,379.0,359.18,357.14,357.93,24075939
2024-05-27,MSFT,358.79,366.1,365.36,366.05,34538715
2024-05-28,MSFT,365.68,365.19,364.12,364.73,41318779
2024-05-29,MSFT,366.72,363.98,360.53,361.95,5187417
2024-05-30,MSFT,361.01,365.83,358.47,363.12,10842918
2024-05-31,MSFT,363.52,356.54,354.84,356.43,34765889
2024-06-03,MSFT,354.66,364.76,362.83,363.05,5316296
2024-06-04,MSFT,361.91,358.54,356.26,358.43,36370784
